codgeo;population_totale;pop_60ansetplus
24553;1613;570
09250;91;36
22131;906;283
07061;369;161
22146;409;129
24562;297;97
09263;24;7
22132;262;105
07064;2869;1119
22149;451;136
24564;697;256
09264;1209;283
22134;3032;1263
07069;661;202
22160;889;208
24565;418;152
09272;1305;404
22141;227;33
07070;2200;606
22165;611;102
24569;136;50
09280;634;237
22143;1597;736
07071;744;273
22166;2514;1229
24585;639;289
09287;12;6
22150;968;216
07073;519;156
22175;1424;372
24587;803;282
09292;47;11
22153;505;161
07075;163;60
22186;4038;1887
25002;304;84
09293;647;194
22163;708;213
07076;2904;529
22187;13601;4396
25004;1031;234
09295;99;45
22164;1849;498
07077;241;69
22188;1046;201
25016;163;46
09297;29;9
22169;172;50
07079;1087;370
22189;612;170
25029;238;57
09308;206;84
22176;6496;1421
07081;64;35
22190;3515;925
25036;1986;615
09312;3142;799
22180;1869;562
07082;208;72
22198;3963;1627
25038;166;55
09318;119;42
22203;3929;1073
07083;432;145
22199;1233;389
25046;78;17
09319;119;32
22211;3567;955
07086;894;182
22202;761;236
25054;481;143
09326;126;47
22224;1662;505
07092;47;15
22205;412;170
25057;5666;1448
09336;1002;443
22226;2423;845
07111;172;79
22206;3728;942
25060;670;141
09339;771;171
22229;1082;293
07114;210;88
22216;733;278
25062;309;43
10019;387;103
22232;1989;567
07115;680;262
22222;4361;2024
25071;473;135
10025;168;65
22235;235;71
07118;133;54
22223;1879;501
25072;34;9
10033;4663;1468
22239;1266;290
07122;1464;401
22233;2281;677
25077;74;14
10035;701;246
22249;608;199
07124;40;16
22236;732;198
25083;191;54
10041;53;16
22254;1114;249
07126;1157;357
22238;538;182
25086;198;40
10051;1036;304
22256;1113;381
07132;1531;494
22240;1083;349
25093;71;14
10057;58;15
22259;3676;1190
07141;233;62
22243;527;177
25096;99;19
10080;1038;276
22267;396;114
07145;1150;279
22246;2070;462
25099;217;20
10083;317;97
22271;356;89
07147;245;77
22261;366;75
25103;628;148
10084;1027;191
22276;261;49
07149;205;88
22262;2605;854
25104;71;14
10086;255;59
22279;1110;313
07152;1172;279
22268;602;173
25109;337;73
10096;437;144
22284;300;109
07153;261;135
22277;2398;569
25112;1242;250
10097;165;45
22285;255;78
07157;1277;281
22280;996;235
25115;282;74
10099;506;170
22299;1463;318
07162;574;170
22281;1509;337
25117;91;20
10100;1096;281
22308;657;194
07168;574;184
22286;452;106
25131;125;27
10104;309;89
22309;203;67
07169;406;93
22289;214;78
25132;127;20
10105;26;6
22315;293;73
07171;517;197
22296;609;166
25136;516;101
10107;105;35
22324;1309;531
07174;502;120
22305;499;109
25141;106;41
10113;204;53
22327;1587;399
07176;127;53
22307;2061;512
25149;520;129
10118;100;44
22335;233;76
07182;1240;363
22319;453;199
25162;199;33
10119;181;93
22343;3606;1522
07192;268;113
22323;803;275
25171;108;21
10120;235;59
22349;1424;559
07197;2702;874
22339;2403;656
25172;205;47
10125;293;60
22350;196;62
07209;54;28
22346;941;205
25183;69;22
10129;294;70
22352;275;84
07215;193;74
22347;1082;328
25187;490;132
10136;120;38
22353;2447;1185
07220;101;38
22365;180;39
25191;460;162
10140;1096;344
22358;566;113
07226;85;33
22369;743;199
25195;1309;252
10153;667;114
22361;616;147
07234;292;60
22380;690;168
25199;341;79
10154;73;31
22363;1225;586
07236;1062;383
22386;787;161
25208;177;46
10158;526;111
22368;761;211
07242;114;45
22389;5013;1078
25210;158;34
10164;728;201
22373;100;37
07245;2424;844
22390;762;205
25213;714;142
10167;97;20
22377;785;317
07248;265;63
23003;144;56
25217;591;150
10171;242;81
23001;1323;450
07264;2388;727
23023;96;40
25222;1452;268
10180;90;36
23002;952;276
07265;1423;324
23033;438;110
25236;259;56
10182;121;57
23008;3110;1243
07266;103;49
23039;543;249
25238;159;30
10191;966;237
23016;189;81
07274;215;75
23041;259;156
25239;180;43
10196;207;94
23017;161;70
07276;278;45
23043;102;33
25240;3066;652
10207;124;42
23029;209;91
07303;231;71
23044;76;34
25244;84;29
10208;291;60
23036;962;351
07310;904;193
23047;245;81
25255;366;64
10215;270;56
23045;830;333
07322;1103;434
23052;356;76
25263;241;36
10219;60;15
23046;82;27
07326;119;57
23062;578;251
25270;118;30
10220;1497;492
23049;246;80
07329;330;110
23068;554;197
25282;728;150
10221;166;53
23065;267;106
07330;2239;788
23074;189;69
25284;5518;1443
10234;301;61
23070;453;251
07339;1845;436
23075;1042;429
25285;1492;333
10245;809;200
23071;202;69
07340;1496;512
23076;1283;515
25286;138;16
10248;404;125
23072;213;76
07343;1338;312
23079;1456;520
25289;72;17
10264;116;35
23073;409;148
08016;209;69
23086;242;105
25311;198;48
10268;5863;1370
23078;180;53
08017;118;39
23093;1503;547
25312;73;14
10280;833;269
23081;314;152
08020;64;15
23098;89;43
25320;1176;237
10284;136;46
23084;141;63
08021;158;27
23104;248;92
25321;4889;990
10286;221;83
23088;116;47
08025;1095;345
23107;146;86
25336;520;142
10291;196;40
23089;743;273
08037;820;220
23110;56;17
25343;153;35
10295;326;90
23095;1204;415
08041;220;53
23111;270;95
25348;566;76
10298;1088;269
23100;470;168
08048;407;120
23117;304;99
25349;497;105
10302;86;18
23102;350;110
08056;49;13
23122;93;36
25356;4141;1038
10323;14036;4053
23106;362;96
08069;156;65
23124;612;262
25361;860;132
10328;386;114
23113;310;127
08071;137;39
23132;407;139
25367;4826;1470
10330;106;33
23114;436;150
08077;52;19
23134;181;72
25368;1463;312
10337;34;11
23118;197;78
08085;214;54
23139;527;240
25379;72;18
10341;342;96
23129;67;25
08088;134;33
23140;431;149
25382;559;110
10345;387;116
23137;513;213
08097;450;140
23141;653;249
25391;175;33
10353;822;223
23154;746;213
08105;44837;12367
23145;295;113
25401;29;8
10360;827;214
23155;366;141
08106;76;25
23146;250;108
25402;28;11
10362;10061;2745
23172;122;52
08111;789;109
23147;101;47
25404;94;29
10375;341;91
23181;171;78
08126;218;50
23151;424;181
25411;6762;1449
10377;123;38
23186;145;47
08138;254;54
23158;152;70
25419;102;26
10381;945;278
23190;177;67
08163;249;57
23159;165;61
25422;194;34
10382;1001;286
23213;188;59
08165;56;14
23165;490;184
25426;377;109
10401;2250;644
23230;170;61
08186;47;9
23167;350;142
25427;383;96
10410;115;53
23233;131;60
08187;315;101
23177;1099;379
25431;356;104
10421;145;26
23239;655;288
08192;87;34
23180;498;139
25433;47;13
10433;243;70
23247;1685;545
08194;795;227
23182;174;45
25439;249;64
10440;164;63
23248;385;86
08196;95;24
23184;106;33
25442;731;119
10441;231;69
23262;167;49
08198;530;194
23185;297;121
25448;1479;239
11006;76;34
23263;368;151
08199;814;182
23188;190;79
25460;237;51
11018;1224;357
24008;605;189
08205;79;10
23193;2410;796
25465;187;58
11020;42;16
24012;355;114
08208;144;69
23201;210;62
25471;134;33
11022;1143;421
24015;282;101
08212;505;124
23204;145;55
25477;317;69
11023;731;181
24024;44;17
08218;1507;450
23218;100;42
25478;118;38
11032;234;84
24034;228;86
08222;1892;491
23224;66;31
25482;650;145
11034;873;360
24038;451;147
08229;139;38
23240;406;170
25483;41;2
11038;52;28
24048;320;88
08250;187;50
23242;207;65
25495;2082;610
11041;1169;432
24053;10468;2708
08251;85;15
23246;357;124
25497;640;170
11043;233;87
24057;67;24
08269;85;15
23250;286;82
25501;32;5
11061;309;96
24058;229;79
08274;101;50
23253;176;56
25503;124;28
11063;572;247
24077;388;105
08276;775;168
24009;276;112
25511;336;82
11064;358;97
24083;194;81
08277;144;30
24010;1310;383
25512;2298;475
11067;1743;449
24084;104;55
08281;460;116
24020;901;272
25513;39;15
11068;1404;470
24085;153;46
08282;1028;252
24021;415;184
25520;171;55
11074;291;57
24086;445;154
08296;138;47
24031;265;70
25521;166;67
11076;10217;3170
24087;725;286
08300;16;4
24039;156;63
25522;171;27
11092;90;42
24102;4134;1554
08303;368;103
24045;247;84
25528;92;21
11093;33;23
24105;132;42
08306;63;22
24051;212;77
25529;1295;442
11099;2415;676
24108;1068;278
08309;55;17
24059;347;128
25536;185;33
11105;704;189
24110;65;28
08316;1049;284
24061;128;42
25540;300;81
11114;36;13
24116;192;65
08331;694;187
24062;173;67
25541;367;70
11124;585;226
24124;236;112
08348;120;30
24063;152;75
25556;49;10
11125;152;81
24126;251;61
08358;249;45
24066;223;86
25557;409;155
11126;457;144
24134;836;353
08374;110;34
24067;2466;1205
25560;2989;1086
11130;195;88
24138;7723;2768
08376;250;68
24080;400;146
25561;358;67
11131;566;221
24139;2132;440
08378;107;30
24089;462;195
25565;257;39
11132;1308;467
24147;1077;370
08400;516;120
24091;1205;444
25571;483;113
11134;50;10
24150;549;251
08401;238;64
24094;432;111
25580;10368;3075
11137;112;55
24154;358;108
08402;802;137
24101;294;117
25590;90;29
11158;292;74
24155;453;140
08409;16373;4474
24106;526;139
25592;565;109
11164;1410;454
24158;404;174
08421;90;30
24107;423;136
25600;169;21
11174;53;26
24159;364;146
08426;100;28
24109;107;46
25605;464;93
11176;59;22
24163;154;62
08454;86;30
24117;587;133
25617;362;122
11177;35;17
24172;1092;433
08456;239;37
24128;167;55
25620;304;67
11179;93;36
24175;309;91
08470;70;29
24131;76;36
25633;718;192
11182;169;64
24184;143;65
08472;308;68
24135;678;207
26003;46;15
11187;50;23
24194;1547;498
08479;195;41
24144;100;42
26007;120;25
11190;1045;412
24214;852;316
08487;1982;519
24177;622;229
26008;1327;269
11193;266;83
24236;981;212
08492;300;42
24180;306;133
26017;15;5
11194;160;49
24246;368;100
08497;1217;399
24191;171;43
26028;247;42
11198;1074;405
24253;2297;969
09008;115;49
24195;115;47
26033;807;183
11210;1140;363
24257;238;99
09011;65;27
24202;155;94
26034;567;115
11217;1283;376
24261;291;114
09031;42;16
24207;649;238
26035;468;119
11223;26;4
24271;516;261
09033;38;15
24227;942;353
26037;3666;1130
11225;913;227
24277;297;75
09037;41;14
24232;68;28
26040;73;27
11227;33;11
24286;526;193
09044;168;36
24237;1145;470
26042;1497;531
11243;546;143
24291;2701;1076
09046;72;31
24241;447;133
26046;80;26
11244;81;37
24295;1252;355
09047;1000;422
24242;241;94
26050;76;25
11246;51;21
24303;216;98
09052;166;44
24245;269;97
26051;72;29
11250;38;18
24305;240;115
09053;19;2
24247;184;63
26052;467;96
11258;1883;435
24306;106;36
09060;724;215
24254;189;73
26069;131;45
11259;1024;231
24308;832;272
09062;176;81
24255;575;205
26086;666;271
11273;621;223
24314;105;23
09064;38;11
24256;3075;726
26099;552;141
11275;199;66
24324;585;175
09088;14;9
24262;338;101
26110;651;136
11279;2335;629
24329;1305;413
09096;41;22
24264;1802;560
26116;5727;1173
11284;501;106
24331;743;218
09097;114;28
24268;638;195
26118;1555;372
11292;144;46
24340;3887;1434
09104;770;206
24281;194;65
26123;28;20
11295;1296;329
24347;149;57
09121;771;243
24282;156;66
26127;103;26
11299;615;164
24348;290;92
09129;120;38
24284;150;46
26133;166;68
11300;155;44
24349;337;95
09131;166;74
24287;129;42
26138;1048;331
11310;185;82
24353;315;131
09136;82;46
24288;301;122
26149;974;225
11314;90;42
24354;2883;930
09140;110;20
24289;1445;453
26152;29;13
11316;193;88
24360;306;108
09141;73;32
24293;291;93
26153;104;44
11320;268;108
24361;438;123
09145;237;55
24304;959;336
26157;761;169
11332;1401;393
24374;335;72
09158;243;72
24307;245;82
26159;122;42
11334;119;34
24375;140;48
09163;77;33
24312;4441;1143
26163;47;20
11335;47;24
24379;457;181
09164;505;136
24313;61;19
26165;8988;2177
11348;86;29
24383;152;54
09171;63;17
24323;180;78
26172;669;190
11352;58;20
24385;204;70
09179;68;12
24328;1170;561
26173;786;180
11359;466;102
24388;525;223
09190;114;38
24330;686;278
26176;1300;360
11366;576;176
24392;518;149
09194;3053;1003
24334;194;80
26178;501;164
11368;117;50
24406;69;34
09205;82;24
24346;369;155
26193;444;165
11373;77;35
24416;177;64
09211;125;57
24352;3626;1470
26196;1449;401
11376;90;38
24417;518;208
09213;235;61
24357;321;103
26203;256;60
11377;66;24
24423;294;120
09216;60;18
24362;1551;562
26208;1912;379
11396;561;207
24425;366;155
09217;174;83
24365;246;65
26212;1167;220
11415;114;33
24441;118;59
09225;14668;4096
24371;481;152
26213;657;151
11416;233;59
24445;146;62
09231;148;49
24376;1330;586
26218;2946;855
11418;1219;328
24448;469;206
09232;35;19
24377;156;52
26222;38;5
11422;344;102
24454;672;170
09233;49;17
24378;77;31
26223;536;147
11426;1110;310
24458;276;102
09241;351;128
24399;109;35
26234;825;233
11433;995;361
24465;242;86
09242;46;15
24404;185;62
26239;196;47
12002;867;190
24490;982;415
09252;84;35
24407;235;100
26240;145;56
12017;215;87
24491;589;208
09256;59;11
24418;933;344
26241;126;34
12019;92;32
24492;63;22
09258;465;88
24436;1022;375
26244;119;29
12021;1586;599
24496;326;106
09259;137;42
24449;974;371
26248;166;56
12030;432;134
24498;839;411
09265;2734;926
24451;791;292
26251;397;132
12041;246;105
24502;105;34
09266;56;23
24452;196;83
26257;421;101
12046;572;201
24509;657;180
09277;646;182
24470;262;81
26270;115;43
12047;453;178
24517;72;22
09279;45;17
24476;145;43
26271;3189;799
12053;307;86
24520;8708;3314
09283;376;112
24479;1129;503
26272;352;92
12054;360;141
24524;174;59
09284;183;40
24489;380;174
26278;292;111
12060;117;67
24529;205;56
09298;83;29
24494;508;141
26284;365;114
12061;579;193
24536;279;71
09301;367;114
24500;151;49
26290;387;104
12067;75;34
24542;91;20
09304;16;5
24504;274;106
26296;25;12
12068;904;366
24549;382;102
09305;375;141
24507;109;49
26324;8842;2126
12070;534;149
24550;1220;409
09306;2996;1043
24510;363;135
26327;189;44
12072;258;57
24552;256;112
09314;290;62
24513;297;85
26331;468;100
12073;619;140
24559;347;151
09315;123;25
24518;276;82
26337;1850;431
12077;519;199
24570;48;18
09316;89;30
24523;429;116
26338;1846;508
12095;231;64
24574;334;92
09320;34;15
24531;217;80
26343;95;40
12097;241;114
24577;619;221
09325;23;11
24534;1153;356
26346;234;74
12101;979;346
24584;973;271
09327;233;62
24537;254;123
26348;1630;581
12106;503;153
24586;911;320
09331;679;173
24543;1107;414
26352;250;70
12110;343;159
25018;666;151
09334;629;229
24551;2694;1116
26357;1927;553
12115;280;77
25022;1438;353
09335;37;18
24554;524;232
26367;682;220
12116;256;92
25024;838;183
10002;258;63
24560;112;44
26370;142;51
12119;1170;393
25026;198;55
10008;105;28
24566;457;165
26373;272;90
12121;730;273
25040;827;187
10011;219;80
24568;1124;340
26380;559;136
12128;233;120
25045;57;23
10012;330;93
24571;1635;514
27008;1503;306
12129;487;160
25047;4894;1615
10014;172;29
24573;673;271
27010;164;39
12130;1080;404
25049;140;20
10023;194;50
24575;227;73
27013;501;90
12131;1476;371
25052;66;15
10024;158;43
24581;845;283
27014;819;181
12133;5790;1529
25063;1069;269
10034;2757;790
25003;351;112
27016;7869;1986
12136;966;302
25065;59;20
10042;246;97
25008;477;148
27018;1016;271
12137;809;128
25066;84;25
10043;139;25
25009;175;34
27021;309;74
12144;134;66
25067;195;56
10052;225;70
25015;679;224
27025;958;202
12147;129;52
25078;1079;275
10053;569;174
25020;930;306
27031;1103;315
12149;165;85
25079;422;108
10055;291;69
25025;670;143
27032;1356;271
12151;232;89
25082;930;272
10066;427;121
25032;416;79
27037;1214;215
12161;536;159
25087;167;45
10067;1580;468
25044;52;18
27043;658;194
12167;698;298
25090;60;15
10071;47;13
25048;3634;1056
27072;748;219
12168;836;293
25098;159;52
10073;136;35
25085;360;70
27073;1153;248
12176;11754;3171
25100;427;90
10075;106;27
25088;96;16
27074;285;90
12178;397;93
25101;550;87
10082;244;39
25092;71;23
27078;273;52
12180;74;24
25102;46;8
10087;54;11
25113;134;27
27082;2182;507
12188;304;86
25108;303;72
10089;701;170
25114;377;90
27083;256;42
12202;22767;6003
25120;399;103
10102;192;61
25116;253;72
27094;128;29
12214;473;202
25121;253;63
10103;147;49
25122;510;84
27096;354;97
12216;1205;480
25125;332;99
10108;88;32
25127;2656;604
27097;648;218
12225;1621;436
25129;116;39
10111;106;38
25148;487;58
27107;1269;326
12230;349;105
25130;13;10
10117;152;35
25153;130;33
27112;4231;1271
12231;663;298
25133;2047;614
10124;258;71
25160;729;118
27113;139;31
12234;591;130
25139;528;97
10131;352;80
25170;1220;353
27119;1551;375
12241;1760;467
25142;312;54
10137;38;23
25178;141;34
27120;398;66
12251;371;140
25145;118;43
10142;1837;512
25184;283;60
27124;221;61
12252;409;151
25150;285;61
10156;686;131
25188;740;159
27126;1169;229
12254;2095;553
25157;1311;269
10157;214;80
25189;206;52
27138;391;127
12257;739;247
25161;34;6
10160;54;22
25198;598;145
27139;156;55
12261;127;62
25163;108;35
10161;45;15
25207;650;185
27142;265;31
12262;717;326
25164;144;41
10165;337;100
25209;128;24
27155;110;25
12263;716;205
25180;118;22
10166;391;101
25211;89;28
27162;226;42
12268;414;218
25185;66;14
10170;487;143
25215;93;14
27164;821;145
12275;45;29
25196;1423;462
10178;276;76
25216;270;95
27165;4886;1224
12283;505;170
25197;623;197
10181;249;92
25220;594;152
27173;122;26
12284;332;120
25203;174;30
10185;195;57
25224;822;268
27183;2244;533
12289;218;68
25218;148;21
10187;461;137
25225;193;39
27184;127;30
12294;655;240
25219;631;129
10195;297;85
25229;356;90
27185;552;85
13009;809;148
25227;262;39
10198;106;23
25237;2199;530
27200;153;31
13015;13822;3792
25228;3705;972
10201;67;22
25241;159;39
27202;472;110
13021;5892;2322
25235;318;69
10204;152;32
25243;712;118
27205;440;80
13025;2087;529
25245;1289;335
10206;124;43
25247;93;26
27217;583;117
13041;20162;4770
25246;292;76
10209;1981;434
25249;62;15
27231;423;126
13042;6286;2078
25251;173;26
10212;113;35
25252;107;22
27238;1188;185
13057;512;127
25261;72;18
10213;164;50
25253;364;71
27239;417;174
13059;3747;834
25262;492;80
10214;78;35
25264;84;22
27241;178;48
13062;4459;1094
25265;1342;275
10223;677;174
25268;129;38
27248;201;60
13066;5719;1378
25278;572;119
10225;224;79
25273;214;34
27249;1128;217
13068;1979;508
25280;166;45
10227;332;97
25275;223;52
27258;488;111
13069;10078;2614
25288;684;119
10237;578;155
25287;1584;336
27279;3084;800
13071;21155;6306
25295;274;80
10239;590;92
25296;811;151
27298;299;57
13072;3397;862
25304;3603;863
10240;469;88
25298;235;45
27302;1363;316
13077;16287;4491
25307;885;120
10246;249;67
25299;104;30
27307;460;95
13079;1612;388
25313;188;55
10247;139;49
25300;275;51
27311;835;227
13081;11920;2790
25314;251;53
10258;309;86
25306;113;19
27320;298;64
13087;4660;920
25317;254;51
10259;382;106
25308;441;61
27338;626;142
13089;3204;765
25325;233;57
10263;419;95
25315;3010;842
27339;799;162
13090;124;56
25328;772;225
10282;1350;263
25322;401;102
27340;697;144
13091;5461;1541
25330;200;42
10288;265;105
25324;167;36
27349;876;171
13093;355;86
25339;221;79
10290;239;71
25327;67;15
27355;2671;638
13101;3310;727
25340;190;58
10299;549;137
25331;233;35
27363;203;49
13104;7523;2801
25345;690;178
10300;292;77
25335;170;33
27373;143;50
13111;934;253
25360;152;38
10303;82;22
25338;87;32
27375;17641;4228
13113;8354;2423
25371;203;46
10306;239;116
25344;44;15
27380;258;56
13114;5339;1440
25372;291;85
10316;238;60
25347;797;121
27383;371;118
13118;3654;819
25380;1184;118
10319;366;115
25355;60;4
27401;174;69
13206;42563;9734
25384;95;22
10324;158;45
25377;219;37
27405;114;45
13208;79228;24919
25386;148;27
10326;197;66
25385;129;31
27421;651;131
13211;56026;13016
25406;562;131
10333;12048;3219
25390;395;41
27424;327;80
13215;74650;14513
25408;59;17
10339;277;68
25392;181;30
27433;196;38
14006;993;236
25413;1019;204
10350;641;174
25395;1527;439
27434;55;19
14007;227;58
25414;129;16
10355;63;17
25403;2052;445
27444;227;84
14011;1900;365
25415;328;112
10358;953;311
25410;1340;279
27448;4934;1344
14015;718;183
25428;1655;546
10361;230;38
25418;1259;317
27463;709;181
14020;3620;927
25429;1349;281
10366;71;21
25420;147;48
27467;10024;2960
14023;64;21
25434;4299;1294
10367;698;124
25421;66;13
27472;269;46
14037;548;115
25435;164;30
10369;202;55
25438;952;207
27474;1167;291
14050;184;55
25440;375;81
10371;315;89
25447;323;58
27475;172;56
14077;683;240
25445;124;33
10372;359;79
25449;120;27
27476;383;95
14078;384;83
25451;145;39
10379;445;143
25462;17050;4232
27480;620;136
14082;192;20
25452;462;80
10384;245;57
25464;139;22
27495;238;77
14107;180;37
25453;1414;391
10388;45;14
25475;1184;237
27500;1551;298
14121;254;48
25454;2011;497
10391;291;92
25481;339;45
27505;155;69
14130;190;39
25459;279;50
10394;142;52
25488;99;25
27507;3823;890
14136;109;14
25476;128;43
10399;714;191
25492;93;20
27508;184;51
14146;161;36
25486;429;67
10402;253;65
25493;893;161
27511;698;152
14160;192;39
25494;676;75
10404;111;32
25499;130;26
27520;142;50
14165;176;51
25498;49;19
10411;27;5
25516;119;26
27521;146;36
14169;166;31
25504;78;27
10424;64;25
25518;162;13
27524;835;168
14183;96;26
25506;94;24
10431;93;32
25519;904;265
27525;314;59
14190;139;47
25510;360;65
10432;71;21
25526;1533;396
27528;3619;844
14203;185;54
25517;283;45
10434;56;10
25534;193;33
27538;555;119
14206;314;87
25532;3297;830
10435;189;44
25537;291;84
27543;836;226
14228;4924;1384
25553;385;86
10436;171;46
25545;136;18
27544;197;40
14237;588;73
25554;124;45
10439;125;23
25547;3803;863
27545;126;37
14238;113;43
25555;1041;298
10444;224;47
25550;235;38
27556;63;21
14239;101;31
25558;1487;282
11003;188;70
25551;122;24
27558;184;22
14246;801;164
25573;8;1
11011;435;139
25567;132;27
27560;254;76
14250;299;103
25579;192;30
11015;246;81
25570;24;13
27561;617;150
14258;7804;2066
25589;91;30
11019;65;27
25574;171;54
27563;797;224
14269;205;49
25596;65;17
11027;736;190
25575;794;222
27569;240;60
14284;160;49
25598;509;91
11039;42;17
25582;163;35
27579;97;29
14297;544;43
25599;261;13
11046;49;16
25584;129;32
27591;616;170
14301;4940;1283
25607;60;17
11048;714;219
25586;837;211
27594;278;69
14302;175;46
25609;435;92
11049;3099;991
25594;343;102
27605;250;81
14306;395;114
25614;2725;854
11052;343;134
25601;1506;314
27609;322;95
14308;184;56
25615;448;109
11055;223;75
25604;129;32
27614;155;22
14309;827;187
25619;206;45
11065;57;28
25616;270;54
27632;516;67
14320;291;88
25623;125;34
11069;44343;12980
25621;195;58
27644;492;129
14322;245;65
25628;211;35
11070;337;74
25626;216;49
27649;348;86
14335;306;109
25629;208;41
11082;4;0
25627;289;85
27658;337;85
14346;643;154
26010;3929;1100
11087;89;26
25630;97;17
27659;116;23
14348;85;20
26011;2418;676
11095;309;85
25635;187;41
27666;561;95
14352;877;311
26014;579;128
11101;53;31
26002;1932;428
27669;410;78
14354;1766;543
26018;11;2
11108;43;27
26005;1662;415
27672;353;97
14355;1161;297
26022;83;33
11109;51;17
26015;67;12
27673;183;33
14370;2892;929
26024;349;103
11110;124;49
26019;242;79
27674;273;53
14375;172;25
26025;193;45
11116;3882;1331
26021;119;26
27676;1646;406
14381;60;19
26030;5;3
11118;43;11
26031;1001;231
27685;655;211
14384;3080;1146
26041;1434;341
11120;543;189
26036;94;20
27686;46;14
14389;262;46
26054;1499;296
11129;1850;787
26038;1304;273
27689;351;47
14390;191;47
26059;238;92
11135;10;3
26039;831;187
27691;841;185
14394;452;116
26063;2131;874
11139;89;51
26043;147;51
28004;312;37
14396;1004;169
26068;211;52
11142;207;59
26060;144;50
28008;199;33
14397;336;84
26073;261;74
11144;1055;380
26065;705;196
28012;3681;1224
14400;217;35
26075;35;21
11146;405;79
26066;42;16
28013;1467;300
14431;9702;2377
26077;934;177
11147;5;3
26067;49;25
28016;155;38
14435;173;41
26079;1367;246
11156;103;40
26072;1278;253
28021;1567;370
14438;502;89
26080;31;13
11159;147;52
26082;94;33
28025;122;11
14446;96;15
26085;2707;581
11162;61;13
26084;3826;924
28029;316;84
14458;419;70
26091;43;19
11167;116;32
26089;53;17
28036;841;223
14465;495;121
26092;697;118
11178;1341;276
26096;2005;465
28037;338;85
14466;306;80
26093;522;158
11183;261;79
26097;643;182
28038;119;40
14468;395;74
26094;848;193
11189;87;24
26098;163;52
28039;1633;317
14473;121;36
26095;840;259
11192;752;185
26102;141;42
28047;706;150
14487;817;287
26103;428;153
11196;172;59
26104;81;39
28050;265;67
14498;245;56
26108;8078;2523
11202;4276;2009
26106;1055;195
28054;477;100
14501;260;71
26114;2878;1182
11204;42;21
26107;561;170
28058;335;97
14504;812;149
26119;818;205
11212;559;152
26113;4400;1430
28061;3257;1347
14509;221;76
26126;84;38
11213;40;22
26125;1305;330
28073;326;65
14510;60;11
26130;30;11
11221;286;103
26129;1030;159
28075;1033;361
14512;81;37
26137;192;51
11224;30;14
26135;129;53
28077;189;45
14516;1990;480
26140;720;144
11234;163;37
26141;178;55
28078;187;56
14522;413;115
26144;1863;527
11236;237;90
26143;907;226
28080;254;82
14524;298;88
26146;1474;508
11240;569;214
26147;20;8
28100;417;92
14541;115;26
26148;1797;610
11245;44;25
26168;549;187
28116;2592;690
14546;216;51
26150;10;3
11253;774;291
26171;195;53
28118;438;125
14547;166;32
26154;228;119
11256;575;167
26177;792;165
28121;98;25
14562;2405;748
26162;859;247
11264;1290;351
26190;83;28
28127;1283;320
14578;1239;410
26166;6453;1526
11268;100;22
26192;286;122
28129;759;108
14595;209;65
26167;485;207
11272;2320;589
26205;82;35
28148;358;87
14621;461;136
26180;226;89
11281;1235;264
26206;2877;779
28158;965;203
14640;220;73
26183;1058;283
11283;75;25
26221;71;33
28166;240;48
14651;232;42
26186;56;27
11286;1124;373
26224;245;68
28168;3577;638
14656;1008;277
26189;109;47
11287;86;30
26236;220;57
28171;872;303
14657;305;91
26195;181;55
11288;1463;368
26238;246;79
28172;788;189
14663;2285;711
26198;38104;9874
11293;881;238
26242;17;6
28195;766;139
14664;297;70
26199;30;19
11294;59;20
26247;521;138
28203;640;157
14669;212;40
26200;75;32
11296;525;189
26250;3415;756
28207;228;28
14680;140;35
26201;43;13
11297;145;60
26256;124;43
28209;5252;1148
14681;158;32
26204;145;35
11301;1146;369
26262;255;73
28212;208;51
14699;3710;1198
26207;660;157
11302;268;106
26263;144;48
28213;663;157
14705;153;53
26210;999;289
11307;256;102
26269;63;22
28227;4101;1092
14706;240;81
26215;385;147
11315;1950;770
26276;446;123
28230;370;48
14708;305;80
26216;790;189
11322;1041;322
26282;198;41
28233;1132;326
14711;888;307
26225;633;158
11324;508;153
26286;23;7
28235;328;43
14715;4494;1969
26231;2698;728
11337;413;127
26288;315;90
28260;97;20
14719;655;131
26246;126;45
11342;253;58
26292;215;80
28267;504;157
14747;701;159
26253;69;26
11345;250;119
26294;607;152
28271;158;40
14761;710;130
26259;270;85
11346;120;39
26299;107;43
28272;169;30
14762;16674;5271
26261;382;121
11353;1952;465
26308;155;55
28275;654;127
15003;574;243
26267;26;7
11362;198;36
26311;1247;367
28277;312;95
15008;282;102
26275;1586;377
11367;837;271
26316;190;48
28287;1035;285
15018;127;69
26281;32478;9334
11370;3184;1024
26317;771;225
28301;443;57
15029;539;240
26283;21;13
11378;221;98
26323;1789;438
28316;129;37
15030;294;66
26285;293;122
11380;138;55
26330;2190;532
28319;439;78
15037;1062;351
26293;302;57
11381;112;27
26334;148;41
28335;901;245
15042;280;84
26298;411;105
11386;397;163
26335;187;63
28349;255;68
15043;84;39
26329;183;70
11389;17;9
26336;555;141
28354;370;83
15055;426;138
26332;2040;533
11398;246;76
26341;736;162
28357;1046;329
15061;273;83
26339;1439;380
11411;134;49
26344;381;95
28358;1997;577
15067;30;20
26342;342;81
11414;26;16
26364;322;104
28369;694;104
15072;213;77
26345;2089;522
11431;244;74
26369;60;26
28371;1083;269
15075;77;26
26350;76;34
11437;888;197
26376;117;61
