Num_Acc;jour;mois;an;hrmn;dep;com;lat;long
201900040979;27;2;2019;09:15;93;93014;48,91164;2,55242
201900040004;11;12;2019;18:15;93;93014;48,90809;2,53268
201900038498;21;6;2019;13:30;93;93014;48,90494;2,52467
201900038497;21;6;2019;18:05;93;93014;48,90201;2,54331
201900038496;22;6;2019;21:20;93;93014;48,90585;2,54394
201900037812;21;7;2019;22:50;93;93014;48,8989;2,5464
201900037744;17;1;2019;09:00;93;93014;48,912883;2,544282
201900033966;3;3;2019;22:03;93;93014;48,90534;2,54893
201900031833;25;6;2019;17:05;93;93014;48,90876;2,54622
201900031711;21;1;2019;19:30;93;93014;48,89906;2,54438
201900030556;5;3;2019;22:30;93;93014;48,9048;2,54841
201900023922;13;11;2019;08:15;93;93014;48,9083;2,55493
201900020556;25;12;2019;17:55;93;93014;48,90917;2,55371
201900018842;31;1;2019;07:15;93;93014;48,90568;2,54257
201900018579;16;3;2019;23:30;93;93014;48,89903;2,54662
201900017903;2;7;2019;07:30;93;93014;48,91042;2,5496
201900011819;6;2;2019;22:00;93;93014;48,89925;2,54172
201900010933;6;7;2019;15:00;93;93014;48,90936;2,55002
201900006654;20;10;2019;18:00;93;93014;48,90326;2,55097
201900002391;19;9;2019;17:40;93;93014;48,90109;2,54745
201900001881;23;10;2019;08:00;93;93014;48,90825;2,55496
201900055904;26;3;2019;14:30;93;93013;48,94027;2,42346
201900055145;26;10;2019;10:22;93;93013;48,93282;2,42495
201900052502;30;3;2019;13:00;93;93013;48,93453;2,42599
201900049809;12;1;2019;12:45;93;93013;48,9391999;2,4298885
201900048598;15;7;2019;10:35;93;93013;48,94143;2,42872
201900046643;25;8;2019;17:10;93;93013;48,94325;2,432242
201900045160;15;7;2019;20:15;93;93013;48,94024;2,42356
201900044995;3;4;2019;13:40;93;93013;48,94302;2,43238
201900043805;2;5;2019;17:00;93;93013;48,933;2,4145
201900043802;9;5;2019;16:15;93;93013;48,9411;2,4247
201900043800;14;5;2019;17:40;93;93013;48,93775;2,42963
201900043798;20;5;2019;10:30;93;93013;48,93366;2,42245
201900043794;22;5;2019;16:33;93;93013;48,93747;2,4282
201900038505;20;6;2019;12:50;93;93013;48,9325;2,4233
201900036120;19;7;2019;15:10;93;93013;48,94024;2,42277
201900035160;4;10;2019;13:51;93;93013;48,93429;2,42618
201900034019;3;3;2019;10:45;93;93013;48,94117;2,42741
201900033871;1;9;2019;06:30;93;93013;48,944002;2,4337438
201900032608;25;7;2019;11:00;93;93013;48,9406;2,42484
201900032330;7;3;2019;18:50;93;93013;48,90208;2,47061
201900028392;27;6;2019;08:00;93;93013;48,94022;2,42355
201900026460;5;9;2019;16:40;93;93013;48,9323;2,4234
201900021985;16;11;2019;07:00;93;93013;48,94054;2,42484
201900021968;13;3;2019;00:05;93;93013;48,94126;2,42835
201900018846;3;2;2019;00:19;93;93013;48,93775;2,42889
201900018763;25;12;2019;13:00;93;93013;48,940703;2,425473
201900016749;28;12;2019;07:00;93;93013;48,94234;2,43001
201900015449;14;1;2019;09:44;93;93013;48,93312;2,42385
201900015246;13;9;2019;14:30;93;93013;48,94027;2,42276
201900014358;2;6;2019;15:45;93;93013;48,94084;2,42613
201900014092;4;8;2019;05:00;93;93013;48,94146;2,42883
201900011656;21;3;2019;10:45;93;93013;48,94027;2,42273
201900011448;14;9;2019;18:09;93;93013;48,93453;2,42922
201900011361;16;12;2019;08:30;93;93013;48,943133;2,432508
201900008175;23;3;2019;18:30;93;93013;48,93714;2,42815
201900007808;16;9;2019;00:30;93;93013;48,94079;2,42315
201900006582;19;10;2019;19:30;93;93013;48,94024;2,42277
201900005178;13;8;2019;15:30;93;93013;48,94237;2,43184
201900002919;22;10;2019;07:50;93;93013;48,9424;2,43117
201900002858;2;5;2019;07:15;93;93013;48,9403;2,4229
201900002827;8;5;2019;15:30;93;93013;48,9399;2,42152
201900002762;20;5;2019;20:30;93;93013;48,94023;2,42277
201900001700;17;8;2019;14:26;93;93013;48,93346;2,42406
201900000430;15;6;2019;22:40;93;93013;48,93692;2,4315
201900000429;17;6;2019;15:20;93;93013;48,93763;2,42838
201900057716;14;2;2019;08:40;93;93010;48,8923;2,47747
201900057405;24;10;2019;23:32;93;93010;48,9177;2,4851
201900056029;27;3;2019;17:50;93;93010;48,901429;2,478969
201900055888;30;3;2019;01:20;93;93010;48,90654;2,4725
201900055851;12;7;2019;08:40;93;93010;48,89054;2,47333
201900055387;4;1;2019;05:15;93;93010;48,91754;2,48518
201900055147;26;10;2019;12:25;93;93010;48,904762;2,474739
201900054845;16;2;2019;20:00;93;93010;48,88938;2,47383
201900054650;4;12;2019;20:40;93;93010;48,9067807;2,4873626
201900053997;11;7;2019;19:10;93;93010;48,89565;2,48448
201900053303;6;1;2019;23:00;93;93010;48,9161;2,47812
201900052505;28;3;2019;17:00;93;93010;48,910649;2,475526
201900052110;23;8;2019;18:15;93;93010;48,90607;2,47284
201900051935;23;9;2019;14:20;93;93010;48,89202;2,47317
201900051832;7;1;2019;20:35;93;93010;48,905035;2,475883
201900049813;9;1;2019;15:50;93;93010;48,9078;2,4893
201900049812;10;1;2019;07:50;93;93010;48,9068;2,4886
201900048921;31;3;2019;03:15;93;93010;48,8997;2,4696
201900047913;1;11;2019;18:15;93;93010;48,91562;2,47791
201900047053;16;7;2019;09:15;93;93010;48,90532;2,47445
201900046573;29;8;2019;18:25;93;93010;48,8890311;2,473733
201900046538;27;9;2019;09:40;93;93010;48,903633;2,477507
201900046210;4;11;2019;19:20;93;93010;48,9;2,48
201900046136;4;11;2019;11:35;93;93010;48,90488;2,4714
201900046062;5;11;2019;17:20;93;93010;48,91108;2,47461
201900045272;17;7;2019;19:00;93;93010;48,905014;2,485919
201900045048;2;4;2019;10:20;93;93010;48,90193;2,47034
201900044997;3;4;2019;07:30;93;93010;48,90691;2,4883
201900043828;28;4;2019;22:50;93;93010;48,905488;2,493411
201900043826;30;4;2019;20:06;93;93010;48,906788;2,486125
201900043824;2;5;2019;12:40;93;93010;48,89648;2,47811
201900043823;2;5;2019;23:42;93;93010;48,903633;2,477507
201900043822;3;5;2019;13:40;93;93010;48,91057;2,513
201900043821;5;5;2019;23:15;93;93010;48,90086;2,49048
201900043819;9;5;2019;10:05;93;93010;48,89989;2,481455
201900043818;10;5;2019;16:00;93;93010;48,893846;2,47801
201900043817;10;5;2019;16:31;93;93010;48,89624;2,47978
201900043815;14;5;2019;21:05;93;93010;48,907786;2,479825
201900043813;22;5;2019;18:13;93;93010;48,89774;2,49266
201900043812;25;5;2019;08:00;93;93010;48,904764;2,4703496
201900043510;19;7;2019;21:35;93;93010;48,909;2,47405
201900043509;1;7;2019;09:30;93;93010;48,90625;2,47213
201900043259;3;4;2019;17:45;93;93010;48,90018;2,46973
201900042076;20;6;2019;10:25;93;93010;48,90653;2,47247
201900041756;10;12;2019;19:00;93;93010;48,90277;2,47102
201900041646;20;7;2019;02:20;93;93010;48,90367;2,47642
201900041645;20;7;2019;17:00;93;93010;48,908189;2,489708
201900041392;5;4;2019;16:15;93;93010;48,900249;2,489725
201900041213;26;8;2019;08:55;93;93010;48,90194;2,48446
201900040983;25;2;2019;17:55;93;93010;48,9020533;2,4837368
201900040982;28;2;2019;12:10;93;93010;48,91765;2,4763
201900040981;28;2;2019;21:17;93;93010;48,9062265;2,4818922
201900040980;2;3;2019;00:05;93;93010;48,90712;2,48971
201900040758;15;1;2019;18:20;93;93010;48,90601;2,48036
201900040423;2;11;2019;18:25;93;93010;48,901918;2,470799
201900038224;12;12;2019;05:50;93;93010;48,90547;2,47854
201900037044;30;9;2019;23:00;93;93010;48,90653;2,47248
201900036927;3;10;2019;07:55;93;93010;48,8961;2,4809
201900036926;3;10;2019;12:50;93;93010;48,90352;2,47797
201900036655;6;11;2019;15:00;93;93010;48,89233;2,47273
201900036377;12;12;2019;08:20;93;93010;48,88893;2,47376
201900036040;23;7;2019;18:40;93;93010;48,9049;2,4857
201900035161;4;10;2019;15:50;93;93010;48,9041;2,481351
201900034866;7;11;2019;09:00;93;93010;48,90361;2,4714
201900034670;13;12;2019;13:35;93;93010;48,90334;2,48351
201900033662;16;1;2019;16:40;93;93010;48,901429;2,477004
201900033081;8;11;2019;16:40;93;93010;48,90376;2,4803
201900032474;10;4;2019;08:30;93;93010;48,90617;2,48358
201900032473;10;4;2019;13:30;93;93010;48,9063;2,4877
201900032336;6;3;2019;01:30;93;93010;48,89975;2,46971
201900032333;7;3;2019;17:45;93;93010;48,90208;2,47061
201900031527;5;10;2019;15:58;93;93010;48,90617;2,48248
201900030326;12;4;2019;16:20;93;93010;48,899;2,481
201900030325;13;4;2019;08:55;93;93010;48,89986;2,49278
201900030324;13;4;2019;14:10;93;93010;48,89378;2,47874
201900029754;24;1;2019;12:43;93;93010;48,9133;2,48618
201900029753;25;1;2019;13:00;93;93010;48,894669;2,470573
201900027759;8;10;2019;17:40;93;93010;48,897572;2,478428
201900026462;6;9;2019;07:45;93;93010;48,90327;2,47984
201900026461;7;9;2019;16:55;93;93010;48,90657;2,484897
201900025823;20;12;2019;21:00;93;93010;48,911163;2,474706
201900025598;12;11;2019;07:30;93;93010;48,90901;2,47407
201900025020;27;6;2019;17:09;93;93010;48,90601;2,4814
201900023816;14;11;2019;22:50;93;93010;48,90194;2,47034
201900023393;30;7;2019;04:35;93;93010;48,91544;2,47756
201900023333;30;7;2019;12:30;93;93010;48,9046198;2,4812105
201900023332;31;7;2019;19:10;93;93010;48,899795;2,479267
201900023088;16;4;2019;14:30;93;93010;48,910815;2,473188
201900022808;9;9;2019;18:40;93;93010;48,89119;2,49072
201900022470;29;1;2019;09:30;93;93010;48,90971;2,4802
201900021915;13;3;2019;16:00;93;93010;48,894669;2,470573
201900021310;17;4;2019;07:10;93;93010;48,907254;2,480269
201900021031;10;9;2019;09:05;93;93010;48,89481;2,478
201900020165;16;11;2019;16:26;93;93010;48,899924;2,4881
201900019795;2;8;2019;14:00;93;93010;48,912491;2,479012
201900018844;1;2;2019;12:55;93;93010;48,908269;2,480104
201900018581;14;3;2019;19:55;93;93010;48,90207;2,4708
201900018378;16;11;2019;19:00;93;93010;48,91473;2,47763
201900017718;4;8;2019;04:20;93;93010;48,9045;2,471
201900015129;17;3;2019;12:55;93;93010;48,90094;2,48873
201900015080;17;3;2019;17:00;93;93010;48,90537;2,47189
201900015014;18;3;2019;08:45;93;93010;48,896175;2,4804041
201900014837;16;12;2019;16:00;93;93010;48,90487;2,47133
201900014371;29;5;2019;21:30;93;93010;48,88893;2,47376
201900014359;1;6;2019;20:30;93;93010;48,88893;2,47376
201900014319;14;6;2019;14:45;93;93010;48,89973;2,46939
201900013895;21;4;2019;01:25;93;93010;48,90713;2,48873
201900013894;22;4;2019;22:15;93;93010;48,910649;2,475526
201900011451;14;9;2019;00:20;93;93010;48,9067384;2,486912
201900010185;18;10;2019;12:15;93;93010;48,89024;2,47355
201900010018;10;2;2019;07:15;93;93010;48,88897;2,47375
201900010016;10;2;2019;13:45;93;93010;48,89113;2,47336
201900010011;11;2;2019;13:50;93;93010;48,90795;2,47301
201900008974;23;11;2019;06:33;93;93010;48,905079;2,47016
201900008184;20;3;2019;08:10;93;93010;48,90394;2,47175
201900008179;25;3;2019;22:05;93;93010;48,907026;2,488547
201900007827;8;2;2019;16:00;93;93010;48,9013301;2,4892235
201900007329;7;7;2019;16:30;93;93010;48,904021;2,474653
201900005766;8;7;2019;13:30;93;93010;48,912947;2,481357
201900005481;24;11;2019;19:50;93;93010;48,908124;2,480203
201900004885;20;10;2019;02:30;93;93010;48,914078;2,481679
201900004450;24;4;2019;04:00;93;93010;48,90654;2,47249
201900003770;1;3;2019;15:05;93;93010;48,9068283;2,4866988
201900003697;25;11;2019;10:50;93;93010;48,911346;2,474766
201900002851;4;5;2019;21:55;93;93010;48,89113;2,47338
201900002808;10;5;2019;13:00;93;93010;48,91441;2,47719
201900002789;14;5;2019;17:45;93;93010;48,88894;2,47374
201900002768;19;5;2019;14:10;93;93010;48,90537;2,47183
201900002758;22;5;2019;17:00;93;93010;48,91473;2,47762
201900002520;13;2;2019;17:45;93;93010;48,895296;2,477745
201900002393;19;9;2019;17:10;93;93010;48,905233;2,490364
201900002263;20;9;2019;16:00;93;93010;48,90655;2,47249
201900002138;15;6;2019;16:20;93;93010;48,893085;2,482749
201900001882;23;10;2019;18:20;93;93010;48,89817;2,48968
201900001783;23;10;2019;09:20;93;93010;48,91279;2,47656
201900001706;14;8;2019;20:10;93;93010;48,9053;2,4804
201900000837;20;9;2019;10:20;93;93010;48,912512;2,478723
201900000661;27;11;2019;01:20;93;93010;48,90479;2,47169
201900000496;24;10;2019;17:10;93;93010;48,90605;2,476408
201900000452;2;6;2019;19:20;93;93010;48,913821;2,481009
201900000451;3;6;2019;10:40;93;93010;48,9075;2,49079
201900000450;6;6;2019;03:56;93;93010;48,90606;2,48036
201900000449;6;6;2019;21:30;93;93010;48,90667;2,48542
201900000446;14;6;2019;10:15;93;93010;48,9096982;2,4910051
201900000445;15;6;2019;15:50;93;93010;48,90322;2,48602
201900000099;20;9;2019;20:30;93;93010;48,91455;2,47733
201900057409;25;10;2019;13:45;93;93008;48,9038433;2,4179458
201900055660;22;9;2019;17:00;93;93008;48,90758;2,45449
201900055589;22;9;2019;08:00;93;93008;48,90642;2,45847
201900055411;23;9;2019;18:15;93;93008;48,91264;2,41507
201900055391;5;1;2019;13:00;93;93008;48,90887;2,440901
201900055322;24;10;2019;20:15;93;93008;48,91286;2,43595
201900054057;20;8;2019;22:10;93;93008;48,9083;2,4508
201900054053;20;8;2019;21:50;93;93008;48,90898;2,44827
201900053334;6;1;2019;01:00;93;93008;48,913172;2,4689
201900053282;17;2;2019;23:03;93;93008;48,9064986;2,4605942
201900050238;22;8;2019;22:42;93;93008;48,90199;2,45965
201900050204;25;9;2019;11:15;93;93008;48,8994702;2,4469786
201900049815;11;1;2019;11:30;93;93008;48,90674;2,44552
201900047055;16;7;2019;16:10;93;93008;48,90424;2,41883
201900047054;16;7;2019;19:50;93;93008;48,9139326;2,4280724
201900046211;4;11;2019;08:50;93;93008;48,9084782;2,4707986
201900045047;2;4;2019;09:30;93;93008;48,90859;2,45034
201900044278;5;11;2019;10:30;93;93008;48,91375;2,43298
201900043841;29;4;2019;14:10;93;93008;48,908;2,445
201900043840;29;4;2019;17:20;93;93008;48,909;2,445
201900043839;29;4;2019;18:05;93;93008;48,91143;2,46634
201900043838;3;5;2019;12:00;93;93008;48,9097;2,4472
201900043837;3;5;2019;15:50;93;93008;48,896;2,431
201900043836;9;5;2019;19:55;93;93008;48,904;2,45387
201900043835;13;5;2019;15:30;93;93008;48,904224;2,443541
201900043834;13;5;2019;18:00;93;93008;48,90878;2,42807
201900043833;13;5;2019;18:55;93;93008;48,906734;2,431238
201900043832;24;5;2019;16:30;93;93008;48,9;2,45
201900043831;27;5;2019;16:20;93;93008;48,90795;2,42651
201900043830;28;5;2019;08:10;93;93008;48,909772;2,451213
201900043829;29;5;2019;16:00;93;93008;48,90671;2,44423
201900043788;12;5;2019;17:30;93;93008;48,91592;2,47547
201900043517;18;7;2019;09:15;93;93008;48,91227;2,43679
201900042865;13;1;2019;23:50;93;93008;48,9117;2,46498
201900042267;3;11;2019;23:15;93;93008;48,90597;2,46243
201900041214;29;8;2019;20:30;93;93008;48,91173;2,46467
201900040984;2;3;2019;23:00;93;93008;48,91166;2,4649
201900040864;30;9;2019;12:00;93;93008;48,91076;2,442
201900040650;16;1;2019;13:00;93;93008;48,91272;2,4368
201900040424;31;10;2019;17:50;93;93008;48,91117;2,42742
201900039875;11;12;2019;07:20;93;93008;48,911073;2,441529
201900038920;17;1;2019;13:15;93;93008;48,904;2,436
201900038784;2;10;2019;09:20;93;93008;48,89568;2,42578
201900037813;21;7;2019;00:47;93;93008;48,91164;2,46488
201900035625;31;8;2019;20:45;93;93008;48,90692;2,45584
201900035230;4;10;2019;18:24;93;93008;48,90863;2,44951
201900034868;7;11;2019;08:40;93;93008;48,90858;2,45034
201900034293;24;7;2019;19:30;93;93008;48,91334;2,41678
201900033967;4;3;2019;17:34;93;93008;48,90959;2,46932
201900033872;2;9;2019;14:30;93;93008;48,90827;2,45518
201900033664;21;1;2019;06:24;93;93008;48,899789;2,448496
201900033663;21;1;2019;08:23;93;93008;48,91304;2,41799
201900032328;7;3;2019;18:45;93;93008;48,90927;2,44781
201900031802;4;9;2019;05:45;93;93008;48,90596;2,42375
201900031528;5;10;2019;20:20;93;93008;48,90726;2,4567
201900031287;18;12;2019;18:45;93;93008;48,911073;2,441529
201900030714;25;7;2019;13:50;93;93008;48,908763;2,419184
201900030557;5;3;2019;19:10;93;93008;48,9093;2,46761
201900030139;26;6;2019;14:30;93;93008;48,90476;2,44681
201900030138;26;6;2019;16:30;93;93008;48,91103;2,43304
201900029755;23;1;2019;17:11;93;93008;48,906549;2,442066
201900028084;5;9;2019;07:00;93;93008;48,90972;2,46738
201900027536;12;11;2019;14:40;93;93008;48,90959;2,46938
201900027535;12;11;2019;16:15;93;93008;48,907;2,444
201900025021;29;5;2019;12:00;93;93008;48,90648;2,439759
201900023923;14;11;2019;17:15;93;93008;48,90758;2,42921
201900023817;14;11;2019;18:30;93;93008;48,90863;2,4495
201900022987;16;4;2019;11:55;93;93008;48,91298;2,43599
201900022734;10;10;2019;08:23;93;93008;48,91044;2,47416
201900021312;17;4;2019;11:22;93;93008;48,90771;2,42589
201900021311;17;4;2019;16:45;93;93008;48,912659;2,468615
201900020885;11;10;2019;17:25;93;93008;48,90863;2,44951
201900020472;26;12;2019;21:00;93;93008;48,90955;2,45206
201900020048;17;11;2019;14:45;93;93008;48,91;2,43
201900018845;2;2;2019;20:30;93;93008;48,91;2,44
201900018582;16;3;2019;14:00;93;93008;48,9008654;2,4265923
201900018312;18;11;2019;08:15;93;93008;48,8985;2,442
201900016098;3;7;2019;20:35;93;93008;48,90647;2,43812
201900015927;5;8;2019;20:00;93;93008;48,9077712;2,4443634
201900015926;6;8;2019;10:30;93;93008;48,9021;2,44053
201900015248;13;9;2019;08:20;93;93008;48,91189;2,43923
201900015247;13;9;2019;11:10;93;93008;48,91146;2,44045
201900014493;3;7;2019;18:10;93;93008;48,91162;2,43961
201900014348;6;6;2019;19:00;93;93008;48,90898;2,44827
201900013901;18;4;2019;08:00;93;93008;48,91506;2,42609
201900013900;19;4;2019;15:15;93;93008;48,905;2,438
201900013899;21;4;2019;10:50;93;93008;48,9090075;2,472931
201900013898;25;4;2019;14:05;93;93008;48,9052;2,4394
201900012995;20;11;2019;16:40;93;93008;48,90933;2,44699
201900012915;21;11;2019;08:05;93;93008;48,90746;2,47134
201900010936;4;7;2019;17:00;93;93008;48,90211;2,4599
201900010935;6;7;2019;06:10;93;93008;48,902043;2,440731
201900010672;8;8;2019;18:00;93;93008;48,91282;2,46797
201900010671;8;8;2019;04:45;93;93008;48,905496;2,469747
201900010670;9;8;2019;18:10;93;93008;48,9002793;2,4511838
201900009444;2;12;2019;23:20;93;93008;48,91;2,47
201900008171;24;3;2019;18:15;93;93008;48,91233;2,43583
201900004454;21;4;2019;18:30;93;93008;48,91315;2,43559
201900004453;22;4;2019;14:50;93;93008;48,91076;2,442
201900004111;9;7;2019;07:45;93;93008;48,907728;2,4550775
201900003170;22;10;2019;18:20;93;93008;48,90676;2,4442
201900002763;20;5;2019;17:10;93;93008;48,90692;2,45583
201900002573;12;2;2019;09:10;93;93008;48,91028;2,44411
201900002102;26;11;2019;09:30;93;93008;48,91232;2,43804
201900001883;23;10;2019;14:28;93;93008;48,89883;2,44209
201900001784;22;10;2019;18:40;93;93008;48,91075;2,44202
201900001781;23;10;2019;17:00;93;93008;48,911775;2,439566
201900001708;13;8;2019;18:50;93;93008;48,91;2,4664
201900000838;20;9;2019;19:25;93;93008;48,91246;2,46423
201900000454;15;6;2019;19:50;93;93008;48,89555;2,42575
201900000453;16;6;2019;06:15;93;93008;48,90968;2,44779
201900057901;25;10;2019;08:45;93;93007;48,95492;2,45729
201900057721;13;2;2019;15:00;93;93007;48,94041;2,46281
201900057718;13;2;2019;16:20;93;93007;48,94006;2,45779
201900057648;26;3;2019;00:20;93;93007;48,95206;2,45223
201900057419;9;7;2019;10:45;93;93007;48,95378;2,45517
201900057411;25;10;2019;18:28;93;93007;48,9428;2,439
201900055898;27;3;2019;14:30;93;93007;48,93751;2,47997
201900055892;29;3;2019;15:00;93;93007;48,91826;2,47867
201900055583;22;9;2019;19:40;93;93007;48,95039;2,44888
201900055393;4;1;2019;18:50;93;93007;48,9414;2,47494
201900055149;26;10;2019;14:00;93;93007;48,95049;2,4437
201900054651;4;12;2019;16:23;93;93007;48,9275;2,4739
201900054001;11;7;2019;13:11;93;93007;48,94081;2,46314
201900053620;14;6;2019;21:12;93;93007;48,9293;2,47994
201900053304;6;1;2019;19:40;93;93007;48,9172;2,47814
201900053154;19;2;2019;16:20;93;93007;48,93684;2,475756
201900052582;3;12;2019;09:30;93;93007;48,94048;2,43205
201900052507;28;3;2019;11:36;93;93007;48,93664;2,46491
201900052506;28;3;2019;17:53;93;93007;48,94346;2,44407
201900050976;4;12;2019;10:40;93;93007;48,938374;2,468757
201900050975;6;12;2019;22:50;93;93007;48,9514557;2,4679756
201900050239;21;8;2019;11:40;93;93007;48,9352;2,4733
201900049816;9;1;2019;13:50;93;93007;48,94729;2,43917
201900048680;1;4;2019;09:40;93;93007;48,9339;2,47702
201900047254;7;12;2019;17:25;93;93007;48,93771;2,47448
201900046759;1;4;2019;16:05;93;93007;48,93925;2,47207
201900046213;4;11;2019;08:45;93;93007;48,9212168;2,4685845
201900045273;16;7;2019;14:00;93;93007;48,92696;2,47234
201900044518;8;1;2019;19:45;93;93007;48,91894;2,47867
201900044276;5;11;2019;14:15;93;93007;48,937292;2,480211
201900044122;31;10;2019;18:55;93;93007;48,926295;2,477842
201900043845;12;5;2019;17:30;93;93007;48,92809;2,47967
201900043844;13;5;2019;14:05;93;93007;48,9484;2,45707
201900043843;21;5;2019;09:40;93;93007;48,92944;2,48
201900043842;22;5;2019;14:00;93;93007;48,95038;2,45159
201900043518;18;7;2019;06:40;93;93007;48,937292;2,480211
201900043512;19;7;2019;16:55;93;93007;48,94671;2,44202
201900042269;30;10;2019;08:50;93;93007;48,937292;2,480211
201900042069;22;6;2019;10:00;93;93007;48,93409;2,48081
201900041215;30;8;2019;19:10;93;93007;48,941052;2,458698
201900040985;3;3;2019;10:45;93;93007;48,929068;2,478916
201900040800;1;10;2019;20:50;93;93007;48,9362;2,47516
201900040005;10;12;2019;17:50;93;93007;48,94032;2,45199
201900038923;17;1;2019;14:50;93;93007;48,9355724;2,4769583
201900038922;18;1;2019;14:10;93;93007;48,9;2,4
201900038921;19;1;2019;09:05;93;93007;48,945062;2,462315
201900038501;21;6;2019;19:20;93;93007;48,947;2,462
201900038500;22;6;2019;03:45;93;93007;48,92404;2,46301
201900038225;12;12;2019;17:30;93;93007;48,940337;2,4708174
201900036928;2;10;2019;08:25;93;93007;48,94585;2,45345
201900036656;6;11;2019;13:50;93;93007;48,92341;2,48075
201900036570;7;11;2019;09:45;93;93007;48,92308;2,47358
201900036038;22;7;2019;15:20;93;93007;48,94014;2,46249
201900035893;9;4;2019;16:30;93;93007;48,92735;2,46859
201900035236;2;10;2019;17:45;93;93007;48,94683;2,4426
201900035162;4;10;2019;18:20;93;93007;48,92406;2,46279
201900035099;23;6;2019;16:40;93;93007;48,94624;2,4415
201900034862;8;11;2019;17:25;93;93007;48,94316;2,47794
201900033873;1;9;2019;14:35;93;93007;48,92303;2,4735
201900033631;15;1;2019;07:40;93;93007;48,93215;2,48085
201900032607;25;7;2019;15:30;93;93007;48,94853;2,44578
201900032316;10;4;2019;06:20;93;93007;48,92085;2,47977
201900031530;5;10;2019;14:40;93;93007;48,9294;2,480003
201900031529;5;10;2019;21:05;93;93007;48,93881;2,46776
201900029961;6;9;2019;16:50;93;93007;48,92342;2,48076
201900029758;24;1;2019;07:17;93;93007;48,94285;2,46647
201900029757;25;1;2019;00:13;93;93007;48,94;2,45
201900029756;26;1;2019;06:10;93;93007;48,94139;2,46385
201900029446;20;12;2019;03:00;93;93007;48,92429;2,48107
201900029442;20;12;2019;16:15;93;93007;48,937292;2,480211
201900028390;27;6;2019;12:05;93;93007;48,92243;2,48013
201900028385;28;6;2019;12:50;93;93007;48,92069;2,47939
201900027837;8;10;2019;11:00;93;93007;48,94352;2,43542
201900027762;7;10;2019;19:41;93;93007;48,93248;2,47761
201900027761;8;10;2019;11:05;93;93007;48,94565;2,471026
201900027712;20;12;2019;08:00;93;93007;48,944573;2,448412
201900027403;13;11;2019;02:00;93;93007;48,94353;2,43542
201900025748;21;12;2019;19:30;93;93007;48,92243;2,48012
201900025179;29;7;2019;20:10;93;93007;48,94935;2,45569
201900025178;30;7;2019;14:45;93;93007;48,94078;2,43424
201900025022;28;6;2019;14:30;93;93007;48,947;2,459
201900024544;8;9;2019;07:30;93;93007;48,948428;2,445436
201900023138;29;5;2019;15:15;93;93007;48,94682;2,4426
201900022927;8;9;2019;19:00;93;93007;48,95251;2,46602
201900022735;10;10;2019;14:00;93;93007;48,94746;2,455022
201900022185;15;11;2019;15:20;93;93007;48,941159;2,4770627
201900022184;15;11;2019;18:45;93;93007;48,927;2,474
201900021664;2;8;2019;19:45;93;93007;48,94315;2,47793
201900021188;18;4;2019;08:45;93;93007;48,94926;2,44675
201900020696;1;2;2019;16:00;93;93007;48,94861;2,44595
201900020557;25;12;2019;00:00;93;93007;48,92389;2,46275
201900018847;23;1;2019;17:40;93;93007;48,93502;2,47052
201900018692;27;12;2019;15:55;93;93007;48,946;2,45426
201900018010;4;6;2019;14:55;93;93007;48,933808;2,4771806
201900017984;2;7;2019;13:30;93;93007;48,9233;2,48049
201900017904;1;7;2019;10:55;93;93007;48,94109;2,45883
201900017739;30;7;2019;20:50;93;93007;48,92335;2,4805
201900017132;12;9;2019;00:25;93;93007;48,95006;2,45945
201900015929;3;8;2019;23:40;93;93007;48,9404;2,47049
201900015928;5;8;2019;19:50;93;93007;48,94134;2,46436
201900015172;13;9;2019;23:05;93;93007;48,92056;2,46671
201900015078;17;3;2019;19:30;93;93007;48,93483;2,48044
201900015015;18;3;2019;08:57;93;93007;48,93965;2,47187
201900014835;30;12;2019;06:15;93;93007;48,94926;2,44676
201900014707;20;11;2019;12:45;93;93007;48,938;2,468
201900014365;31;5;2019;05:45;93;93007;48,95484;2,4575
201900014360;2;6;2019;15:00;93;93007;48,9481;2,44463
201900014343;7;6;2019;15:00;93;93007;48,94925;2,44675
201900014320;14;6;2019;15:15;93;93007;48,91982;2,47903
201900014303;17;6;2019;12:15;93;93007;48,92505;2,48106
201900014300;17;6;2019;13:00;93;93007;48,91896;2,47863
201900013904;22;4;2019;19:30;93;93007;48,927027;2,472511
201900013903;21;4;2019;17:48;93;93007;48,92306;2,47352
201900013902;28;4;2019;18:00;93;93007;48,94221;2,43269
201900013785;16;10;2019;08:35;93;93007;48,94801;2,46713
201900013429;19;3;2019;06:40;93;93007;48,93635;2,4579
201900013010;18;12;2019;15:30;93;93007;48,943035;2,4738062
201900012007;17;10;2019;15:40;93;93007;48,940702;2,473921
201900010938;5;7;2019;11:30;93;93007;48,9284;2,47
201900010937;6;7;2019;20:10;93;93007;48,92445;2,46352
201900010189;17;10;2019;13:35;93;93007;48,92083;2,47967
201900010183;18;10;2019;13:15;93;93007;48,92;2,47931
201900010027;7;2;2019;18:00;93;93007;48,93305;2,48074
201900010012;11;2;2019;09:10;93;93007;48,9233;2,48049
201900008308;18;10;2019;23:55;93;93007;48,95484;2,45752
201900008186;21;3;2019;15:00;93;93007;48,945069;2,462304
201900008185;24;3;2019;18:40;93;93007;48,94363;2,45922
