Num_Acc;jour;mois;an;hrmn;dep;com;lat;long
201900014706;20;11;2019;21:15;93;93027;48,9213;2,4112
201900014486;5;7;2019;09:40;93;93027;48,93715;2,38862
201900014369;29;5;2019;16:30;93;93027;48,9339;2,38874
201900014362;31;5;2019;20:15;93;93027;48,92443;2,38852
201900014337;10;6;2019;00:35;93;93027;48,92203;2,37835
201900014325;12;6;2019;21:45;93;93027;48,9271;2,40343
201900014323;13;6;2019;18:45;93;93027;48,92405;2,38734
201900014302;17;6;2019;14:50;93;93027;48,92773;2,40983
201900013890;21;4;2019;22:50;93;93027;48,924418;2,414599
201900013009;16;12;2019;08:21;93;93027;48,92173;2,38347
201900012453;9;8;2019;14:20;93;93027;48,92843;2,41262
201900012278;24;4;2019;12:20;93;93027;48,93033;2,39217
201900012277;25;4;2019;15:20;93;93027;48,92678;2,38095
201900012276;27;4;2019;15:50;93;93027;48,91894;2,40892
201900012275;27;4;2019;18:35;93;93027;48,93205;2,39874
201900011360;16;12;2019;13:00;93;93027;48,9216;2,41127
201900010932;3;7;2019;07:15;93;93027;48,94178;2,3908
201900010931;4;7;2019;22:28;93;93027;48,9264;2,39669
201900010186;18;10;2019;09:40;93;93027;48,92568;2,39638
201900010184;18;10;2019;16:15;93;93027;48,93722;2,41062
201900010013;10;2;2019;14:00;93;93027;48,92831;2,41216
201900008177;20;3;2019;16:20;93;93027;48,923;2,38204
201900008173;24;3;2019;14:55;93;93027;48,92804;2,38539
201900007824;10;2;2019;04:45;93;93027;48,92084;2,410309
201900007327;7;7;2019;11:50;93;93027;48,92702;2,37936
201900007171;23;11;2019;14:40;93;93027;48,92653;2,4031
201900006734;20;10;2019;02:35;93;93027;48,92787;2,40957
201900006732;20;10;2019;04:50;93;93027;48,92685;2,40272
201900006730;20;10;2019;12:00;93;93027;48,93296;2,40301
201900006586;20;10;2019;00:40;93;93027;48,92693;2,40344
201900006583;19;10;2019;13:00;93;93027;48,9286;2,41466
201900006044;17;9;2019;04:45;93;93027;48,92722;2,39327
201900005912;17;9;2019;09:45;93;93027;48,93406;2,3875
201900005167;17;8;2019;14:30;93;93027;48,92785;2,40958
201900005165;17;8;2019;17:25;93;93027;48,92851;2,41355
201900004774;21;10;2019;05:45;93;93027;48,92844;2,41648
201900004451;24;4;2019;18:00;93;93027;48,92552;2,39657
201900004110;8;7;2019;16:00;93;93027;48,94172;2,4102
201900002836;7;5;2019;18:30;93;93027;48,92269;2,38084
201900002830;8;5;2019;10:20;93;93027;48,92658;2,40312
201900002825;8;5;2019;20:00;93;93027;48,92855;2,41597
201900002823;8;5;2019;20:00;93;93027;48,92866;2,41479
201900002822;8;5;2019;22:10;93;93027;48,92864;2,41492
201900002817;8;5;2019;12:45;93;93027;48,92871;2,403
201900002813;9;5;2019;09:00;93;93027;48,92785;2,40957
201900002809;10;5;2019;05:40;93;93027;48,92274;2,38081
201900002626;7;7;2019;04:00;93;93027;48,92587;2,39931
201900001712;13;8;2019;23:15;93;93027;48,92767;2,41633
201900001705;14;8;2019;12:35;93;93027;48,923183;2,413242
201900001702;15;8;2019;19:17;93;93027;48,92563;2,39772
201900001098;15;2;2019;05:40;93;93027;48,93384;2,38537
201900000836;18;9;2019;12:35;93;93027;48,9233;2,38517
201900000685;28;11;2019;08:50;93;93027;48,91937;2,38409
201900000495;24;10;2019;22:15;93;93027;48,92828;2,39662
201900000436;7;6;2019;14:00;93;93027;48,91948;2,40485
201900000435;8;6;2019;15:00;93;93027;48,9181;2,40781
201900000434;12;6;2019;10:51;93;93027;48,9266;2,392639
201900000433;12;6;2019;17:30;93;93027;48,9253886;2,3911141
201900000431;15;6;2019;16:45;93;93027;48,92759;2,39201
201900000098;20;9;2019;20:32;93;93027;48,92202;2,37829
201900044896;29;6;2019;16:00;9;9302;42,806461;1,420566
201900053986;13;7;2019;18:35;93;93015;48,91991;2,56457
201900043760;10;5;2019;07:05;93;93015;48,91098;2,58444
201900032358;24;1;2019;18:10;93;93015;48,91559;2,58876
201900018008;4;6;2019;06:20;93;93015;48,91449;2,56775
201900000406;7;6;2019;20:50;93;93015;48,91726;2,5637
201900000403;18;6;2019;19:20;93;93015;48,91069;2,5839
201900056901;30;11;2019;22:45;93;93014;48,91319;2,55374
201900056028;27;3;2019;21:00;93;93014;48,90624;2,55562
201900053995;11;7;2019;21:40;93;93014;48,900756;2,53332
201900050973;4;12;2019;08:55;93;93014;48,89914;2,54331
201900050236;24;8;2019;19:45;93;93014;48,90141;2,54702
201900048369;25;9;2019;12:25;93;93014;48,90825;2,53765
201900048368;25;9;2019;12:18;93;93014;48,92086;2,5589
201900048367;26;9;2019;08:25;93;93014;48,913066;2,544539
201900046738;1;6;2019;19:30;93;93014;48,9;2,533
201900044996;3;4;2019;14:45;93;93014;48,91048;2,5497
201900043808;7;5;2019;05:45;93;93014;48,91335;2,55425
201900043807;18;5;2019;14:44;93;93014;48,898665;2,537208
201900043806;28;5;2019;21:45;93;93014;48,9059;2,53923
201900042147;16;3;2019;01:10;93;93014;48,9081;2,5329
