n_station;ad_station;code_insee;Xlongitude;Ylatitude
Saint Romain de Colbosc;Rue Robert Dubuc;76647;0.411832;49.528097
SAINT PIERRE LES ELBEUF - Rue Hélčne Boucher;Rue Hélčne Boucher 76320 SAINT PIERRE LES ELBEUF;76640;1.041904;49.276567
SAINT PIERRE LES ELBEUF - Rue Hélčne Boucher;Rue Hélčne Boucher 76320 SAINT PIERRE LES ELBEUF;76640;1.041904;49.276567
SAINT PIERRE EN VAL;Place du Fresne;76638;1.436740;50.006191
SAINT PIERRE EN VAL;Place du Fresne;76638;1.436740;50.006191
SAINT PIERRE DE VARENGEVILLE - Chemin de la Messe;Chemin de la Messe 76480 SAINT PIERRE DE VARENGEVILLE;76636;0.928466;49.497306
SAINT PIERRE DE VARENGEVILLE - Chemin de la Messe;Chemin de la Messe 76480 SAINT PIERRE DE VARENGEVILLE;76636;0.928466;49.497306
SAINT PAER - Rue de l'église;Rue de l'église 76480 SAINT PAER;76631;0.880119;49.516641
SAINT PAER - Rue de l'église;Rue de l'église 76480 SAINT PAER;76631;0.880119;49.516641
Saint Nicolas d'Aliermont;Rue de l'église;76624;1.22165;49.87861
Saint Nicolas d'Aliermont;Rue de l'église;76624;1.22165;49.87861
Saint-Martin-Osmonville;place du 8 mai;76621;1.29910278;49.63853889
Saint-Martin-Osmonville;place du 8 mai;76621;1.29910278;49.63853889
Saint-Martin-en-Campagne;Rue des ligueurs;76618;1.16411;49.95045
Tourville la Chapelle;D26;76618;1.265101;49.896453
Saint-Martin-en-Campagne;Rue des ligueurs;76618;1.16411;49.95045
Tourville la Chapelle;D26;76618;1.265101;49.896453
SAINT LEONARD;Route de Grainval;76600;0.365779;49.761122
SAINT LEONARD;Route de Grainval;76600;0.365779;49.761122
Saint Jouin Bruneval;Rue Charles de Gaulle;76595;0.222402;49.640571
Saint Jouin Bruneval;Rue Charles de Gaulle;76595;0.222402;49.640571
Saint-Jean-du-Cardonnay;Rue de l'Eglise;76594;1.00664444;49.50685000
Saint-Jean-du-Cardonnay;Rue de l'Eglise;76594;1.00664444;49.50685000
SAINT ETIENNE DU ROUVRAY - Gare;Gare 76800 SAINT ETIENNE DU ROUVRAY;76575;1.109396;49.377425
SAINT ETIENNE DU ROUVRAY - Gare;Gare 76800 SAINT ETIENNE DU ROUVRAY;76575;1.109396;49.377425
SAINT AUBIN LES ELBEUF - Rue Pierre Saint Georges;Rue Pierre Saint Georges 76410 SAINT AUBIN LES ELBEUF;76561;1.009074;49.302889
SAINT AUBIN LES ELBEUF - Rue Pierre Saint Georges;Rue Pierre Saint Georges 76410 SAINT AUBIN LES ELBEUF;76561;1.009074;49.302889
ROUMARE;Rue de l'église;76541;0.97705;49.51048
ROUMARE;Rue de l'église;76541;0.97705;49.51048
ROUEN - Parking Mont Riboudet;Rue Micheline Ostermeyer 76000 ROUEN;76540;1.063534;49.448207
ROUEN - Parking Vieux Marche;Place du Vieux Marche 76000 ROUEN;76540;1.088335;49.443482
ROUEN - Parking Hotel de Ville;Place du General de Gaulle 76000 ROUEN;76540;1.098763;49.443311
ROUEN - Quartier Luciline;Mail Andrée Putman 76000 ROUEN;76540;1.066778;49.446
ROUEN - Parking Couture;Parking Couture 76000 ROUEN;76540;1.085059;49.429728
ROUEN - Parking Hotel de Ville;Place du General de Gaulle 76000 ROUEN;76540;1.098763;49.443311
ROUEN - Place Martin Luther King;Place Martin Luther King 76000 ROUEN;76540;1.0870472;49.4419662
ROUEN - Quartier Luciline;Mail Andrée Putman 76000 ROUEN;76540;1.066778;49.446
ROUEN - Gare;Gare 76000 ROUEN;76540;1.094887;49.448305
ILE LACROIX - Rue Sainte Amélie;Rue Sainte Amélie 76100 ROUEN;76540;1.103886;49.431609
ROUEN - Parking Fond du Val;Parking Fond du Val 76000 ROUEN;76540;1.068603;49.45197
ROUEN - Place Joffre;Place Joffre 76000 ROUEN;76540;1.086847;49.435611
ROUEN - Place Saint Clément;Place Saint Clément 76100 ROUEN;76540;1.077608;49.426441
ROUEN - Hangar 106 - Borne n°1;Hangar 106 - Borne n°1 76000 ROUEN;76540;1.075262;49.440045
ROUEN - Place de la Madeleine;Place de la Madeleine 76000 ROUEN;76540;1.080065;49.445077
ROUEN - Parking Cathedrale;Parking Cathedrale 76000 ROUEN;76540;1.095233;49.438686
ROUEN - Place du Boulingrin;Place du Boulingrin 76000 ROUEN;76540;1.107378;49.446753
ROUEN - Place Saint Clément;Place Saint Clément 76100 ROUEN;76540;1.077608;49.426441
ROUEN - Parking Mont Riboudet;Rue Micheline Ostermeyer 76000 ROUEN;76540;1.063534;49.448207
ROUEN - Parking Vieux Marche;Place du Vieux Marche 76000 ROUEN;76540;1.088335;49.443482
ROUEN - Place du Boulingrin;Place du Boulingrin 76000 ROUEN;76540;1.107378;49.446753
ROUEN - Quai du Havre;Quai du Havre 76000 ROUEN;76540;1.088285;49.439184
ROUEN - Parking Cathedrale;Parking Cathedrale 76000 ROUEN;76540;1.095233;49.438686
ROUEN - Parking Couture;Parking Couture 76000 ROUEN;76540;1.085059;49.429728
ROUEN - Hangar 106 - Borne n°2;Hangar 106 - Borne n°2 76000 ROUEN;76540;1.075288;49.440112
ROUEN - Gare;Gare 76000 ROUEN;76540;1.094887;49.448305
ROUEN - Place de la Madeleine;Place de la Madeleine 76000 ROUEN;76540;1.080065;49.445077
ROUEN - Place Martin Luther King;Place Martin Luther King 76000 ROUEN;76540;1.0870472;49.4419662
ROUEN - Place Joffre;Place Joffre 76000 ROUEN;76540;1.086847;49.435611
ROUEN - Quai du Havre;Quai du Havre 76000 ROUEN;76540;1.088285;49.439184
ROUEN - Parking Mont Riboudet;Rue Micheline Ostermeyer 76000 ROUEN;76540;1.063534;49.448207
ILE LACROIX - Rue Sainte Amélie;Rue Sainte Amélie 76100 ROUEN;76540;1.103886;49.431609
ROUEN - Hangar 106 - Borne n°2;Hangar 106 - Borne n°2 76000 ROUEN;76540;1.075288;49.440112
ROUEN - Parking Vieux Marche;Place du Vieux Marche 76000 ROUEN;76540;1.088335;49.443482
ROUEN - Hangar 106 - Borne n°1;Hangar 106 - Borne n°1 76000 ROUEN;76540;1.075262;49.440045
ROUEN - Parking Vieux Marche;Place du Vieux Marche 76000 ROUEN;76540;1.088335;49.443482
ROUEN - Parking Mont Riboudet;Rue Micheline Ostermeyer 76000 ROUEN;76540;1.063534;49.448207
ROUEN - Parking Fond du Val;Parking Fond du Val 76000 ROUEN;76540;1.068603;49.45197
La Remuée;Rue des Châtaigniers;76522;0.411832;49.528097
La Remuée;Rue des Châtaigniers;76522;0.411832;49.528097
Quiberville;Rue de la Saâne;76515;0.924920;49.904149
Quiberville;Rue de la Saâne;76515;0.924920;49.904149
Pissy-Pôville;1 rue de l’Ecole;76503;0.931743;49.528086
Pissy-Pôville;1 rue de l’Ecole;76503;0.931743;49.528086
LE PETIT QUEVILLY - Mairie;Mairie 76140 LE PETIT QUEVILLY;76498;1.052386;49.430465
LE PETIT QUEVILLY - Mairie;Mairie 76140 LE PETIT QUEVILLY;76498;1.052386;49.430465
Ouville-la-Rivière;0;76492;0.924920;49.904149
Ouville-la-Rivière;0;76492;0.924920;49.904149
Ourville-en-Caux;rue de la Halle aux Grains;76490;0.637575;49.78829444
Ourville-en-Caux;rue de la Halle aux Grains;76490;0.637575;49.78829444
OISSEL - Gare;Gare 76350 OISSEL;76484;1.101331;49.342319
OISSEL - Gare;Gare 76350 OISSEL;76484;1.101331;49.342319
Octeville sur Mer;Place Maréchal Foch;76481;0.130374;49.595080
Octeville sur Mer;Place Maréchal Foch;76481;0.130374;49.595080
Nullemont;Route de l'Eglise;76479;1.643907;49.769288
Nullemont;Route de l'Eglise;76479;1.643907;49.769288
FRANQUEVILLE-SAINT-PIERRE - Avenue Coty;Avenue Coty 76520 FRANQUEVILLE-SAINT-PIERRE;76475;1.023089;49.240319
FRANQUEVILLE-SAINT-PIERRE - Avenue Coty;Avenue Coty 76520 FRANQUEVILLE-SAINT-PIERRE;76475;1.023089;49.240319
Norville;Rue des Ecoles;76471;0.63895;49.47634
Norville;Rue des Ecoles;76471;0.63895;49.47634
Nesle-Normandeuse;croisement D49 et D116;76460;1.56877;49.84827
Nesle-Normandeuse;croisement D49 et D116;76460;1.56877;49.84827
MOULINEAUX - Rue Louis Moguen;Rue Louis Moguen 76530 MOULINEAUX;76457;0.58137;49.203113
MOULINEAUX - Rue Louis Moguen;Rue Louis Moguen 76530 MOULINEAUX;76457;0.58137;49.203113
LE MESNIL-SOUS-JUMIEGE - Place de l'école;Place de l'école 76480 LE MESNIL SOUS JUMIEGE;76436;0.859653;49.41191
LE MESNIL-SOUS-JUMIEGE - Place de l'école;Place de l'école 76480 LE MESNIL SOUS JUMIEGE;76436;0.859653;49.41191
LE MESNIL REAUME;Rue René Delcourt;76435;1.436740;50.006191
LE MESNIL REAUME;Rue René Delcourt;76435;1.436740;50.006191
MAROMME - Place Saint-Just;Place  Saint-Just 76140 MAROMME;76410;1.041019;49.481515
MAROMME - Carrefour de la Demi Lune;Carrefour de la Demi Lune 76150 MAROMME;76410;1.047005;49.480571
MAROMME - Place Saint-Just;Place  Saint-Just 76140 MAROMME;76410;1.041019;49.481515
MAROMME - Place Saint-Just;Place  Saint-Just 76140 MAROMME;76410;1.041019;49.481515
MAROMME - Carrefour de la Demi Lune;Carrefour de la Demi Lune 76150 MAROMME;76410;1.047005;49.480571
MAROMME - Place Saint-Just;Place  Saint-Just 76140 MAROMME;76410;1.041019;49.481515
MANEGLISE;Place de la Mairie;76404;0.255920;49.565649
Manneville La Goupil;Rue de Maupassant;76404;0.255920;49.565649
MESNIERES EN BRAY;Grand' Rue;76404;0.255920;49.565649
NEUFCHATEL;Rue Alfred Martel;76404;0.255920;49.565649
MANEGLISE;Place de la Mairie;76404;0.255920;49.565649
Manneville La Goupil;Rue de Maupassant;76404;0.255920;49.565649
MESNIERES EN BRAY;Grand' Rue;76404;0.255920;49.565649
NEUFCHATEL;Rue Alfred Martel;76404;0.255920;49.565649
MALAUNAY - Route de Montville;Route de Montville 76770 MALAUNAY;76402;1.044775;49.527744
MALAUNAY - Place de la Mairie;Place de la Mairie 76770 MALAUNAY;76402;1.040865;49.523666
MALAUNAY - Place de la Mairie;Place de la Mairie 76770 MALAUNAY;76402;1.040865;49.523666
MALAUNAY - Route de Montville;Route de Montville 76770 MALAUNAY;76402;1.044775;49.527744
Luneray;Chemin des Hortensias;76400;0.91151111;49.82804444
Luneray;Chemin des Hortensias;76400;0.91151111;49.82804444
Longueville-sur-Scie;2 Bis rue du Général de Gaulle;76397;1.172183;49.814997
Longueville-sur-Scie;2 Bis rue du Général de Gaulle;76397;1.172183;49.814997
LONDINIERES;Route de Neufchâtel;76392;1.403283;49.830497
LONDINIERES;Route de Neufchâtel;76392;1.403283;49.830497
LES LOGES - GARE;Rue de la Gare;76390;0.202687;49.684260
LES LOGES - GARE;Rue de la Gare;76390;0.202687;49.684260
LES LOGES - GRANDE RUE;Grande Rue;76390;0.202687;49.684260
LES LOGES - GRANDE RUE;Grande Rue;76390;0.202687;49.684260
Limésy;route de Yerville;76385;1.00630278;49.56324722
Limésy;route de Yerville;76385;1.00630278;49.56324722
LANQUETOT;Rue Henri Joutel;76382;0.527887;49.584935
LANQUETOT;Rue Henri Joutel;76382;0.527887;49.584935
LE HOULME - Place des Canadiens;Place des Canadiens 76770 LE HOULME;76366;1.039363;49.506936
LE HOULME - Place des Canadiens;Place des Canadiens 76770 LE HOULME;76366;1.039363;49.506936
Héricourt-en-Caux;rue Gaston de Beauvoir;76355;0.78748889;49.71971667
Héricourt-en-Caux;rue Gaston de Beauvoir;76355;0.78748889;49.71971667
GRAND QUEVILLY - Place des Provinces;Place des Provinces 76120 GRAND QUEVILLY;76322;1.051797;49.409639
GRAND QUEVILLY - Place des Provinces;Place des Provinces 76120 GRAND QUEVILLY;76322;1.051797;49.409639
LES GRANDES VENTES;Place de l'Hôtel de ville;76321;1.228856;49.785313
LES GRANDES VENTES;Place de l'Hôtel de ville;76321;1.228856;49.785313
GRAND COURONNE - Place de la République;Place de la République 76530 GRAND COURONNE;76319;1.003126;49.212733
Gonneville la Mallet;Rue des halles;76307;0.222402;49.640571
Gonneville la Mallet;Rue des halles;76307;0.222402;49.640571
GODERVILLE;Rue de la Chênaie;76302;0.392506;49.663693
GODERVILLE;Rue de la Chênaie;76302;0.392506;49.663693
Gaillefontaine;Angle Place de la Mairie et Rue aux Juifs;76295;1.61588333;49.65249444
Gaillefontaine;Angle Place de la Mairie et Rue aux Juifs;76295;1.61588333;49.65249444
Fresquiennes;ROUTE DU HOULME;76287;1.00630278;49.56324722
Fresquiennes;ROUTE DU HOULME;76287;1.00630278;49.56324722
Fresnoy Folny;Route du Tréport;76286;1.403283;49.830497
Fresnoy Folny;Route du Tréport;76286;1.403283;49.830497
Foucarmont;Rue Douce;76278;1.56877;49.84827
Foucarmont;Rue Douce;76278;1.56877;49.84827
FORGES LES EAUX - PISCINE;Avenue Olivier de Montalent;76276;1.547185;49.613011
FORGES LES EAUX - PISCINE;Avenue Olivier de Montalent;76276;1.547185;49.613011
FORGES LES EAUX - MUSEE;Rue du Maréchal Leclerc;76276;1.547185;49.613011
FORGES LES EAUX - MUSEE;Rue du Maréchal Leclerc;76276;1.547185;49.613011
FONTAINE LE BOURG;Delamare Debouteville;76271;1.164542;49.564540
FONTAINE LE BOURG;Delamare Debouteville;76271;1.164542;49.564540
La Feuillie;IMPASSE DE L’EGLISE;76263;1.51535833;49.46383056
La Feuillie;IMPASSE DE L’EGLISE;76263;1.51535833;49.46383056
Ferrières en Bray;PARKING  RUE CHARLES GERVAIS;76260;1.51535833;49.46383056
Ferrières en Bray;PARKING  RUE CHARLES GERVAIS;76260;1.51535833;49.46383056
FECAMP - HOTEL DE VILLE;Place du Général Leclerc;76259;0.365779;49.761122
FECAMP - MAUPASSANT;Place Bigot;76259;0.365779;49.761122
FECAMP - BERIGNY;Quai Bérigny;76259;0.365779;49.761122
FECAMP - VICOMTE;Quai de la Vicomté;76259;0.365779;49.761122
FECAMP - BERIGNY;Quai Bérigny;76259;0.365779;49.761122
FECAMP - HOTEL DE VILLE;Place du Général Leclerc;76259;0.365779;49.761122
FECAMP - VICOMTE;Quai de la Vicomté;76259;0.365779;49.761122
FECAMP - MAUPASSANT;Place Bigot;76259;0.365779;49.761122
FAUVILLE EN CAUX;Rue d'Amiot;76258;0.628777;49.603601
FAUVILLE EN CAUX;Rue d'Amiot;76258;0.628777;49.603601
Etretat parking rue Guy de Maupassant;Rue Guy De Maupassant;76254;0.202687;49.684260
Etretat Place de la Mairie;Place Maurice Guillard;76254;0.202687;49.684260
Etretat parking rue Guy de Maupassant;Rue Guy De Maupassant;76254;0.202687;49.684260
Etretat Place de la Mairie;Place Maurice Guillard;76254;0.202687;49.684260
ETOUTTEVILLE;Rue du Prieuré;76253;0.790020;49.676262
ETOUTTEVILLE;Rue du Prieuré;76253;0.790020;49.676262
Envermeu;Place du Marché;76235;1.265101;49.896453
Envermeu;Place du Marché;76235;1.265101;49.896453
ELBEUF - Fabrique des Savoirs;Fabrique des Savoirs 76500 ELBEUF;76231;1.006577;49.284811
ELBEUF - Place de la Libération;Place de la Libération 76500 ELBEUF;76231;1.006948;49.288847
ELBEUF - Place Aristide Briand;Place Aristide Briand 76500 ELBEUF;76231;1.006514;49.291155
ELBEUF - Place Aristide Briand;Place Aristide Briand 76500 ELBEUF;76231;1.006514;49.291155
ELBEUF - Place de la Libération;Place de la Libération 76500 ELBEUF;76231;1.006948;49.288847
ELBEUF - Fabrique des Savoirs;Fabrique des Savoirs 76500 ELBEUF;76231;1.006577;49.284811
Doudeville;Rue Jean Varin;76219;0.78748889;49.71971667
Doudeville;Rue Jean Varin;76219;0.78748889;49.71971667
DEVILLE LES ROUEN - Place du Marché;Place du Marché 76250 DEVILLE LES ROUEN;76216;1.050759;49.469096
DEVILLE LES ROUEN - Place du Marché;Place du Marché 76250 DEVILLE LES ROUEN;76216;1.050759;49.469096
Derchigny;RD925;76215;1.16411;49.95045
Derchigny;RD925;76215;1.16411;49.95045
DARNETAL - Place du General de Gaulle;Place du General de Gaulle 76160 DARNETAL;76212;1.144492;49.440618
DARNETAL - Place du General de Gaulle;Place du General de Gaulle 76160 DARNETAL;76212;1.144492;49.440618
Croisy sur Andelle;Route de la Capelle;76201;1.39225;49.45881
Croisy sur Andelle;Route de la Capelle;76201;1.39225;49.45881
Criquiers;parking centre bourg côté bus;76199;1.643907;49.769288
Criquiers;parking centre bourg côté bus;76199;1.643907;49.769288
Criquetot-l'Esneval;Avenue du Docteur Aubry;76196;0.222402;49.640571
Criquetot-l'Esneval;Avenue du Docteur Aubry;76196;0.222402;49.640571
Criel sur Mer - Plage;Rue du Onze Novembre;76192;1.31615;50.03304
Criel sur Mer - Mairie;Rue du Onze Novembre;76192;1.31615;50.03304
Criel sur Mer - Mairie;Rue du Onze Novembre;76192;1.31615;50.03304
Criel sur Mer - Plage;Rue du Onze Novembre;76192;1.31615;50.03304
CLERES - Pierre MAUGER;Pierre MAUGER;76179;1.164542;49.564540
CLERES - GARE SNCF;GARE SNCF;76179;1.164542;49.564540
CLERES - GARE SNCF;GARE SNCF;76179;1.164542;49.564540
CLERES - Pierre MAUGER;Pierre MAUGER;76179;1.164542;49.564540
CLEON - Place Saint Roch;Place Saint Roch 76410 CLEON;76178;1.032853;49.313386
CLEON - Place Saint Roch;Place Saint Roch 76410 CLEON;76178;1.032853;49.313386
LA CERLANGUE;Route de Saint Romain;76169;0.411832;49.528097
LA CERLANGUE;Route de Saint Romain;76169;0.411832;49.528097
CAUVILLE SUR MER;Rue de Saint Nicolas;76167;0.130374;49.595080
CAUVILLE SUR MER;Rue de Saint Nicolas;76167;0.130374;49.595080
CAUDEBEC LES ELBEUF - Emile Zola;rue Emile Zola 76320 CAUDEBEC LES ELBEUF;76165;1.018348;49.282331
CAUDEBEC LES ELBEUF - Emile Zola;rue Emile Zola 76320 CAUDEBEC LES ELBEUF;76165;1.018348;49.282331
Cany-Barville;Rue Louis Bouilhet;76159;0.637575;49.78829444
Cany-Barville;Rue Louis Bouilhet;76159;0.637575;49.78829444
CANTELEU - Place Jean Jaurčs;Place Jean Jaurčs 76380 CANTELEU;76157;1.036169;49.452111
CANTELEU - Place Jean Jaurčs;Place Jean Jaurčs 76380 CANTELEU;76157;1.036169;49.452111
MONT SAINT AIGNAN - Parc de la Vatine;rue Aroux 76130 MONT SAINT AIGNAN;76151;1.084973;49.468986
MONT SAINT AIGNAN - Rue Saint-Gilles;Rue Saint-Gilles 76130 MONT SAINT AIGNAN;76151;1.077157;49.462682
MONT SAINT AIGNAN - Rue Saint-Gilles;Rue Saint-Gilles 76130 MONT SAINT AIGNAN;76151;1.077157;49.462682
MONT SAINT AIGNAN - Parc de la Vatine;rue Aroux 76130 MONT SAINT AIGNAN;76151;1.084973;49.468986
BUCHY;Léon SANNIER;76146;1.357482;49.586728
BUCHY;Léon SANNIER;76146;1.357482;49.586728
Bretteville du Grand Caux;Place de l'église;76143;0.392506;49.663693
Bretteville du Grand Caux;Place de l'église;76143;0.392506;49.663693
LA BOUILLE - Allee des Saules;Allee des Saules 76530 LA BOUILLE;76131;0.933086;49.350392
LA BOUILLE - Allee des Saules;Allee des Saules 76530 LA BOUILLE;76131;0.933086;49.350392
Bosc Roger sur Buchy;Rue Rene Delahaye;76127;1.357482;49.586728
Bosc Roger sur Buchy;Rue Rene Delahaye;76127;1.357482;49.586728
BOIS GUILLAUME - Parking Rouges Terres;Parking Rouges Terres 76230 BOIS GUILLAUME;76108;1.131256;49.480623
BOIS GUILLAUME - Rue de la Haie;Rue de la Haie 76230 BOIS GUILLAUME;76108;1.117192;49.469128
BOIS GUILLAUME - Rue de la Haie;Rue de la Haie 76230 BOIS GUILLAUME;76108;1.117192;49.469128
BOIS GUILLAUME - Parking Rouges Terres;Parking Rouges Terres 76230 BOIS GUILLAUME;76108;1.131256;49.480623
BONSECOURS - Rue de la Basilique;Rue de la basilique 76240 BONSECOURS;76103;1.123004;49.421737
BONSECOURS - Rue de la Basilique;Rue de la basilique 76240 BONSECOURS;76103;1.123004;49.421737
Biville sur Mer;Avenue de l'Europe;76098;1.265101;49.896453
Biville sur Mer;Avenue de l'Europe;76098;1.265101;49.896453
Beuzeville la Grenier;Route de Bolbec;76090;0.527887;49.584935
Beuzeville la Grenier;Route de Bolbec;76090;0.527887;49.584935
Belleville sur Mer;Rue des Pecheurs;76073;1.16411;49.95045
Belleville sur Mer;Rue des Pecheurs;76073;1.16411;49.95045
Beaurepaire;Route de Carreau;76064;0.222402;49.640571
Beaurepaire;Route de Carreau;76064;0.222402;49.640571
BACQUEVILLE EN CAUX;Place du Général De Gaulle;76051;0.997472;49.786224
BACQUEVILLE EN CAUX;Place du Général De Gaulle;76051;0.997472;49.786224
Aumale camping;Camping Chemin du Grand Mail;76035;1.643907;49.769288
Aumale CSP;Parking rue du Baillage;76035;1.643907;49.769288
Aumale piscine;Avenue DU GENERAL DE GAULLE;76035;1.643907;49.769288
Aumale piscine;Avenue DU GENERAL DE GAULLE;76035;1.643907;49.769288
Aumale camping;Camping Chemin du Grand Mail;76035;1.643907;49.769288
Aumale CSP;Parking rue du Baillage;76035;1.643907;49.769288
AMFREVILLE LA MIEVOIE - Parking Municipal;Parking Municipal 76920 AMFREVILLE LA MIEVOIE;76005;1.1267155;49.4010355
AMFREVILLE LA MIEVOIE - Parking Municipal;Parking Municipal 76920 AMFREVILLE LA MIEVOIE;76005;1.1267155;49.4010355
ALVIMARE;Rue des Tilleuls;76002;0.628777;49.603601
ALVIMARE;Rue des Tilleuls;76002;0.628777;49.603601
YVOIRE_Parking Pr? Ponce;Parking Pr? Ponce 74140 YVOIRE;74315;6.32492000;46.36786000
YVOIRE_Parking Pr? Ponce;Parking Pr? Ponce 74140 YVOIRE;74315;6.32492000;46.36786000
VOUGY_Place Des Anciens Combattants;Place Des Anciens Combattants 74130 VOUGY;74312;6.49167000;46.06668000
VOUGY_Place Des Anciens Combattants;Place Des Anciens Combattants 74130 VOUGY;74312;6.49167000;46.06668000
VIUZ EN SALLAZ_Proximit? centre commercial des Brochets;Proximit? centre commercial des Brochets 74250 VIUZ EN SALLAZ;74311;6.40404790;46.14214190
VIUZ EN SALLAZ_Proximit? centre commercial des Brochets;Proximit? centre commercial des Brochets 74250 VIUZ EN SALLAZ;74311;6.40404790;46.14214190
VILLE LA GRAND_Place Porte-Bonheur;Place Porte-Bonheur 74100 VILLE LA GRAND;74305;6.24936860;46.20295490
VILLE LA GRAND_Rue des Tournelles;Rue des Tournelles 74100 VILLE LA GRAND;74305;6.24312390;46.19779830
VILLE LA GRAND_Place Porte-Bonheur;Place Porte-Bonheur 74100 VILLE LA GRAND;74305;6.24936860;46.20295490
VILLE LA GRAND_Rue des Tournelles;Rue des Tournelles 74100 VILLE LA GRAND;74305;6.24312390;46.19779830
VEYRIER DU LAC_Avenue G?n?ral Doyen;Avenue G?n?ral Doyen 74290 VEYRIER DU LAC;74299;6.17526000;45.88083000
VEYRIER DU LAC_Avenue G?n?ral Doyen;Avenue G?n?ral Doyen 74290 VEYRIER DU LAC;74299;6.17526000;45.88083000
VEIGY FONCENEX_Parking Champ Faviol;Parking Champ Faviol 74140 VEIGY FONCENEX;74293;6.25827000;46.26919000
VEIGY FONCENEX_Parking Champ Faviol;Parking Champ Faviol 74140 VEIGY FONCENEX;74293;6.25827000;46.26919000
VALLORCINE_Le Buet;Le Buet 74660 VALLORCINE;74290;6.91994000;46.01908000
VALLORCINE_Le Buet;Le Buet 74660 VALLORCINE;74290;6.91994000;46.01908000
VALLEIRY_Rue De La Gare;Rue De La Gare 74520 VALLEIRY;74288;5.96791000;46.10947000
VALLEIRY_Rue De La Gare;Rue De La Gare 74520 VALLEIRY;74288;5.96791000;46.10947000
THORENS GLIERES_Parking de la CCP de la Filli?re;Parking de la CCP de la Filli?re 74570 THORENS GLIERES;74282;6.25063000;45.99859000
THORENS GLIERES_Parking de la CCP de la Filli?re;Parking de la CCP de la Filli?re 74570 THORENS GLIERES;74282;6.25063000;45.99859000
THONES_Gare Routiere;Gare Routiere 74230 THONES;74280;6.32370000;45.88280000
THONES_Gare Routiere;Gare Routiere 74230 THONES;74280;6.32370000;45.88280000
THONES_Gare Routiere;Gare Routiere 74230 THONES;74280;6.32370000;45.88280000
THYEZ_Rue des Sorbiers;Rue des Sorbiers 74300 THYEZ;74278;6.54143480;46.07666400
THYEZ_Rue des Sorbiers;Rue des Sorbiers 74300 THYEZ;74278;6.54143480;46.07666400
TANINGES_Parking Salle des F?tes;Parking Salle des F?tes 74440 TANINGES;74276;6.59052000;46.10580000
TANINGES_Parking Salle des F?tes;Parking Salle des F?tes 74440 TANINGES;74276;6.59052000;46.10580000
TALLOIRES MONTMIN_Mairie;Mairie 74210 TALLOIRES MONTMIN;74275;6.21571000;45.83934000
TALLOIRES MONTMIN_Mairie;Mairie 74210 TALLOIRES MONTMIN;74275;6.21571000;45.83934000
SEYNOD_Centre Nautique - Rue Jean Clerc;Centre Nautique - Rue Jean Clerc 74600 SEYNOD;74268;6.09711000;45.88625000
SEYNOD_Le Poly?dre - Rue du Champs de la Taillee;Le Poly?dre - Rue du Champs de la Taillee 74600 SEYNOD;74268;6.10162400;45.88801100
SEYNOD_Chemin de la Bruy?re Vieugy;Chemin de la Bruy?re Vieugy 74600 SEYNOD;74268;6.08326100;45.86255800
SEYNOD_Chemin de la Bruy?re Vieugy;Chemin de la Bruy?re Vieugy 74600 SEYNOD;74268;6.08326100;45.86255800
SEYNOD_Centre Nautique - Rue Jean Clerc;Centre Nautique - Rue Jean Clerc 74600 SEYNOD;74268;6.09711000;45.88625000
SEYNOD_Le Poly?dre - Rue du Champs de la Taillee;Le Poly?dre - Rue du Champs de la Taillee 74600 SEYNOD;74268;6.10162400;45.88801100
SEVRIER_Route du Port;Route du Port 74320 SEVRIER;74267;6.14253000;45.85937000
SEVRIER_Route du Port;Route du Port 74320 SEVRIER;74267;6.14253000;45.85937000
SCIONZIER_Parking Malvoisin;Parking Malvoisin 74950 SCIONZIER;74264;6.54796990;46.06426070
SCIONZIER_Place du 18 Ao?t;Place du 18 Ao?t 74950 SCIONZIER;74264;6.54918080;46.05686490
SCIONZIER_Place du 18 Ao?t;Place du 18 Ao?t 74950 SCIONZIER;74264;6.54918080;46.05686490
SCIONZIER_Parking Malvoisin;Parking Malvoisin 74950 SCIONZIER;74264;6.54796990;46.06426070
SCIEZ_Parking face ? la mairie;Parking face ? la mairie 74140 SCIEZ;74263;6.37465930;46.33240480
SCIEZ_Parking face ? la mairie;Parking face ? la mairie 74140 SCIEZ;74263;6.37465930;46.33240480
SAMOENS_Parking Le Criou;Parking Le Criou 74340 SAMOENS;74258;6.72854000;46.08306000
SAMOENS_Parking Le Criou;Parking Le Criou 74340 SAMOENS;74258;6.72854000;46.08306000
SALLANCHES_Route du Fayet - Sur parcelle B1469;Route du Fayet - Sur parcelle B1469 74700 SALLANCHES;74256;6.63348600;45.93213140
SALLANCHES_Parking Gymnase du Rosay;Parking Gymnase du Rosay 74700 SALLANCHES;74256;6.62851300;45.94304400
SALLANCHES_Route du Fayet - Sur parcelle B1469;Route du Fayet - Sur parcelle B1469 74700 SALLANCHES;74256;6.63348600;45.93213140
SALLANCHES_Parking Gymnase du Rosay;Parking Gymnase du Rosay 74700 SALLANCHES;74256;6.62851300;45.94304400
ST PIERRE EN FAUCIGNY_Les Jourdies;Les Jourdies 74800 ST PIERRE EN FAUCIGNY;74250;6.37742600;46.07313990
ST PIERRE EN FAUCIGNY_Les Jourdies;Les Jourdies 74800 ST PIERRE EN FAUCIGNY;74250;6.37742600;46.07313990
