n_station;ad_station;code_insee;Xlongitude;Ylatitude
Salomé - Mairie;Rue Pasteur, Salomé;59550;2.842418;50.535527
Salomé - Mairie;Rue Pasteur, Salomé;59550;2.842418;50.535527
Sainghin en Mélantois - Eglise;rue du Contour de l'église, Sainghin en Mélantois;59523;3.167262;50.588960
Sainghin en Mélantois - Eglise;rue du Contour de l'église, Sainghin en Mélantois;59523;3.167262;50.588960
Sailly Lez Lannoy - Mairie;Rue de la Mairie, Sailly Lez Lannoy;59522;3.222220;50.648277
Sailly Lez Lannoy - Mairie;Rue de la Mairie, Sailly Lez Lannoy;59522;3.222220;50.648277
Radinghem en Weppes - Parking de la Mairie;Parking de la Mairie, Radinghem en Weppes;59487;2.905382;50.621906
Radinghem en Weppes - Parking de la Mairie;Parking de la Mairie, Radinghem en Weppes;59487;2.905382;50.621906
Premesques - Eglise;Rue du Retour, Premesques;59470;2.951881;50.655430
Premesques - Eglise;Rue du Retour, Premesques;59470;2.951881;50.655430
Noyelles Lez Seclin - Place Alexandre Gratte;Place Alexandre Gratte, Noyelles Lez Seclin;59437;3.017710;50.576250
Noyelles Lez Seclin - Place Alexandre Gratte;Place Alexandre Gratte, Noyelles Lez Seclin;59437;3.017710;50.576250
Marquillies - Mairie;Rue de la Bourse, Marquillies;59388;2.866748;50.557431
Marquillies - Mairie;Rue de la Bourse, Marquillies;59388;2.866748;50.557431
Lompret - Eglise;Rue de l'église, Lompret;59356;2.989537;50.670213
Lompret - Eglise;Rue de l'église, Lompret;59356;2.989537;50.670213
Lezennes - complexe sportif;Rue du camp français, Lezennes;59346;3.115136;50.610265
Lezennes - complexe sportif;Rue du camp français, Lezennes;59346;3.115136;50.610265
Lannoy - Rapheleng;Place Rapheleng, Lannoy;59332;3.211096;50.666526
Lannoy - Rapheleng;Place Rapheleng, Lannoy;59332;3.211096;50.666526
Illies - Mairie;Rue de la Mairie, Illies;59320;2.831258;50.560990
Illies - Mairie;Rue de la Mairie, Illies;59320;2.831258;50.560990
Houplin - Médiathèque;Rue Pasteur, Houplin-Ancoisne;59316;3.000154;50.561569
Houplin - Médiathèque;Rue Pasteur, Houplin-Ancoisne;59316;3.000154;50.561569
Herlies - Mairie;Rue du Bourg, Herlies;59303;2.853821;50.576707
Herlies - Mairie;Rue du Bourg, Herlies;59303;2.853821;50.576707
Hantay - église;Rue Mirabeau, Hantay;59281;2.866815;50.533064
Hantay - église;Rue Mirabeau, Hantay;59281;2.866815;50.533064
Hallennes lez Haubourdin - Eglise;Rue Louis Pasteur, Hallennes lez Haubourdin;59278;2.960664;50.615394
Hallennes lez Haubourdin - Eglise;Rue Louis Pasteur, Hallennes lez Haubourdin;59278;2.960664;50.615394
Gruson - Rue du Maréchal Leclerc;Rue du Maréchal Leclerc, Gruson;59275;3.204439;50.596516
Gruson - Rue du Maréchal Leclerc;Rue du Maréchal Leclerc, Gruson;59275;3.204439;50.596516
Fromelles - Rue de Verdun;Rue de Verdun, Fromelles;59257;2.854173;50.606150
Fromelles - Rue de Verdun;Rue de Verdun, Fromelles;59257;2.854173;50.606150
Fretin - cimetière;Rue Alfred Cousin, Fretin;59256;3.133606;50.560583
Fretin - cimetière;Rue Alfred Cousin, Fretin;59256;3.133606;50.560583
Frelinghien - Parking Mairie;Place des Combatants, Frelinghien;59252;2.932250;50.711773
Frelinghien - Parking Mairie;Place des Combatants, Frelinghien;59252;2.932250;50.711773
Fournes en Weppes - de l'église;Rue du parvis Notre Dame, Fournes en Weppes;59250;2.887749;50.583519
Fournes en Weppes - de l'église;Rue du parvis Notre Dame, Fournes en Weppes;59250;2.887749;50.583519
Forest sur Marque - Pergola;Hammeau des Églantiers, Forest sur Marque;59247;3.189922;50.636709
Forest sur Marque - Pergola;Hammeau des Églantiers, Forest sur Marque;59247;3.189922;50.636709
Escobèques - Tennis;Route d'Ennetières, Escobèques;59208;2.931303;50.622205
Escobèques - Tennis;Route d'Ennetières, Escobèques;59208;2.931303;50.622205
Erquinghem Lys - Parking de la Mairie;Parking de la Mairie, Erquinghem Lys;59202;2.845534;50.677936
Erquinghem Lys - Parking de la Mairie;Parking de la Mairie, Erquinghem Lys;59202;2.845534;50.677936
Erquinghem le Sec - Rue de la Gare;Rue de la Gare, Erquinghem le Sec;59201;2.928452;50.615171
Erquinghem le Sec - Rue de la Gare;Rue de la Gare, Erquinghem le Sec;59201;2.928452;50.615171
Ennetières en Weppes - Complexe sportif;Rue du Patronnage, Ennetières en Weppes;59196;2.942131;50.635844
Ennetières en Weppes - Complexe sportif;Rue du Patronnage, Ennetières en Weppes;59196;2.942131;50.635844
Englos - Rue Paul Procureur;Rue Paul Procureur, Englos;59195;2.956267;50.628143
Englos - Rue Paul Procureur;Rue Paul Procureur, Englos;59195;2.956267;50.628143
Emmerin - Mairie;Rue Auguste Potié, Emmerin;59193;3.000196;50.593388
Emmerin - Mairie;Rue Auguste Potié, Emmerin;59193;3.000196;50.593388
Deûlémont - Parking Mairie;Rue des Processions, Deûlémont;59173;2.945258;50.735118
Deûlémont - Parking Mairie;Rue des Processions, Deûlémont;59173;2.945258;50.735118
Chéreng - Complexe sportif;Rue Jean Ochin, Chéreng;59146;3.208113;50.608525
Chéreng - Complexe sportif;Rue Jean Ochin, Chéreng;59146;3.208113;50.608525
Capinghem - Mairie;Rue Poincaré, Capinghem;59128;2.965627;50.645086
Capinghem - Mairie;Rue Poincaré, Capinghem;59128;2.965627;50.645086
Bousbecque - Parc;Rue Saint Joseph, Bousbecque;59098;3.076908;50.771004
Bousbecque - Parc;Rue Saint Joseph, Bousbecque;59098;3.076908;50.771004
Bois Grenier - Complexe sportif;Complexe sportif, Bois Grenier;59088;2.877322;50.645613
Bois Grenier - Complexe sportif;Complexe sportif, Bois Grenier;59088;2.877322;50.645613
Beaucamps Ligny - Salle des fêtes;Rue des fournes, Beaucamps Ligny;59056;2.916241;50.604311
Beaucamps Ligny - Salle des fêtes;Rue des fournes, Beaucamps Ligny;59056;2.916241;50.604311
Baisieux - Mairie;Rue de la Mairie, Baisieux;59044;3.240012;50.615109
Baisieux - Mairie;Rue de la Mairie, Baisieux;59044;3.240012;50.615109
Aubers - Place de l'Eglise;Place de l'Eglise, Aubers;59025;2.845534;50.677936
Aubers - Place de l'Eglise;Place de l'Eglise, Aubers;59025;2.845534;50.677936
Anstaing - Mairie;Rue Marie Curie, Anstaing;59013;3.190342;50.606252
Anstaing - Mairie;Rue Marie Curie, Anstaing;59013;3.190342;50.606252
VARZY_Place de la salle des fetes;Place de la salle des fetes 58210 VARZY;58304;3.38581078;47.35506345
VARZY_Place de la salle des fetes;Place de la salle des fetes 58210 VARZY;58304;3.38581078;47.35506345
TOURY LURCY_Rue Des Petits Touvents;Rue Des Petits Touvents 58300 TOURY LURCY;58293;3.43859700;46.76274600
TOURY LURCY_Rue Des Petits Touvents;Rue Des Petits Touvents 58300 TOURY LURCY;58293;3.43859700;46.76274600
TANNAY_Place de l'Eglise;Place de l'Eglise 58190 TANNAY;58286;3.59237373;47.36727275
TANNAY_Place de l'Eglise;Place de l'Eglise 58190 TANNAY;58286;3.59237373;47.36727275
SAUVIGNY LES BOIS_Route De Chassy;Route De Chassy 58160 SAUVIGNY LES BOIS;58273;3.27273191;46.96825775
SAUVIGNY LES BOIS_Route De Chassy;Route De Chassy 58160 SAUVIGNY LES BOIS;58273;3.27273191;46.96825775
ST SAULGE_Rue Pasteur;Rue Pasteur 58330 ST SAULGE;58267;3.51386279;47.10397009
ST SAULGE_Rue Pasteur;Rue Pasteur 58330 ST SAULGE;58267;3.51386279;47.10397009
ST PIERRE LE MOUTIER_Avenue du 8 Mai;Avenue du 8 Mai 58240 ST PIERRE LE MOUTIER;58264;3.11962098;46.79155398
ST PIERRE LE MOUTIER_Avenue du 8 Mai;Avenue du 8 Mai 58240 ST PIERRE LE MOUTIER;58264;3.11962098;46.79155398
ST LEGER DES VIGNES_46 Route Nationale;46 Route Nationale 58300 ST LEGER DES VIGNES;58250;3.45470265;46.83865136
ST LEGER DES VIGNES_46 Route Nationale;46 Route Nationale 58300 ST LEGER DES VIGNES;58250;3.45470265;46.83865136
ST HONORE LES BAINS_Rue Eugene Boyer;Rue Eugene Boyer 58360 ST HONORE LES BAINS;58246;3.84166896;46.90516492
ST HONORE LES BAINS_Rue Eugene Boyer;Rue Eugene Boyer 58360 ST HONORE LES BAINS;58246;3.84166896;46.90516492
ST ELOI_Place de la Mairie;Place de la Mairie 58000 ST ELOI;58238;3.22039023;46.98088368
ST ELOI_Place de la Mairie;Place de la Mairie 58000 ST ELOI;58238;3.22039023;46.98088368
ST BENIN D AZY_Rue Claude Montaron;Rue Claude Montaron 58270 ST BENIN D AZY;58232;3.39296088;46.99869678
ST BENIN D AZY_Rue Claude Montaron;Rue Claude Montaron 58270 ST BENIN D AZY;58232;3.39296088;46.99869678
ST AMAND EN PUISAYE_Parking Champ de foire;Parking Champ de foire 58310 ST AMAND EN PUISAYE;58227;3.07391748;47.52956984
ST AMAND EN PUISAYE_Parking Champ de foire;Parking Champ de foire 58310 ST AMAND EN PUISAYE;58227;3.07391748;47.52956984
ROUY_Place du 11 novembre;Place du 11 novembre 58110 ROUY;58223;3.53403702;47.02665042
ROUY_Place du 11 novembre;Place du 11 novembre 58110 ROUY;58223;3.53403702;47.02665042
PREMERY_Place du Champ de Foire;Place du Champ de Foire 58700 PREMERY;58218;3.33184272;47.17272712
PREMERY_Place du Champ de Foire;Place du Champ de Foire 58700 PREMERY;58218;3.33184272;47.17272712
POUILLY SUR LOIRE_Rue des Ecoles;Rue des Ecoles 58150 POUILLY SUR LOIRE;58215;2.95704693;47.28386898
POUILLY SUR LOIRE_Rue des Ecoles;Rue des Ecoles 58150 POUILLY SUR LOIRE;58215;2.95704693;47.28386898
POUGUES LES EAUX_Parking De La Tour De La Musique;Parking De La Tour De La Musique 58320 POUGUES LES EAUX;58214;3.10136452;47.07327306
POUGUES LES EAUX_Parking De La Tour De La Musique;Parking De La Tour De La Musique 58320 POUGUES LES EAUX;58214;3.10136452;47.07327306
PLANCHEZ_Place de la Resistance;Place de la Resistance 58230 PLANCHEZ;58210;4.01657715;47.13607629
PLANCHEZ_Place de la Resistance;Place de la Resistance 58230 PLANCHEZ;58210;4.01657715;47.13607629
NEVERS_Impasse de la Grippe;Impasse de la Grippe 58000 NEVERS;58194;3.15137699;46.98639327
NEVERS_Impasse de la Grippe;Impasse de la Grippe 58000 NEVERS;58194;3.15137699;46.98639327
NEVERS_Parc Salengro;Parc Salengro 58000 NEVERS;58194;3.15604538;46.98911218
NEVERS_Parc Salengro;Parc Salengro 58000 NEVERS;58194;3.15604538;46.98911218
MONTSAUCHE LES SETTONS_Maison des Jeunes;Maison des Jeunes 58230 MONTSAUCHE LES SETTONS;58180;4.02391367;47.21449981
MONTSAUCHE LES SETTONS_Maison des Jeunes;Maison des Jeunes 58230 MONTSAUCHE LES SETTONS;58180;4.02391367;47.21449981
LUZY_Avenue du Docteur Dollet;Avenue du Docteur Dollet 58170 LUZY;58149;3.97074625;46.78995997
LUZY_Avenue du Docteur Dollet;Avenue du Docteur Dollet 58170 LUZY;58149;3.97074625;46.78995997
LORMES_Parking Vauban;Parking Vauban 58140 LORMES;58145;3.81879106;47.28995493
LORMES_Parking Vauban;Parking Vauban 58140 LORMES;58145;3.81879106;47.28995493
IMPHY_Place des Martyrs;Place des Martyrs 58160 IMPHY;58134;3.25720087;46.93677915
IMPHY_Place des Martyrs;Place des Martyrs 58160 IMPHY;58134;3.25720087;46.93677915
FOURS_Place Pouyat;Place Pouyat 58250 FOURS;58118;3.72097224;46.81638721
FOURS_Place Pouyat;Place Pouyat 58250 FOURS;58118;3.72097224;46.81638721
FOURCHAMBAULT_Place St Louis;Place St Louis 58600 FOURCHAMBAULT;58117;3.08305174;47.01461121
FOURCHAMBAULT_Place St Louis;Place St Louis 58600 FOURCHAMBAULT;58117;3.08305174;47.01461121
DONZY_Place Gambetta;Place Gambetta 58220 DONZY;58102;3.12878206;47.37081601
DONZY_Place Gambetta;Place Gambetta 58220 DONZY;58102;3.12878206;47.37081601
COULANGES LES NEVERS_Parking Francois Mitterand;Parking Francois Mitterand 58660 COULANGES LES NEVERS;58088;3.18762973;47.00184473
COULANGES LES NEVERS_Parking Francois Mitterand;Parking Francois Mitterand 58660 COULANGES LES NEVERS;58088;3.18762973;47.00184473
COSNE COURS SUR LOIRE_General De Gaulle;General De Gaulle 58200 COSNE COURS SUR LOIRE;58086;2.92272806;47.41151958
COSNE COURS SUR LOIRE_Quai Du Docteur Jules Moineau;Quai Du Docteur Jules Moineau 58200 COSNE COURS SUR LOIRE;58086;2.92534456;47.40978793
COSNE COURS SUR LOIRE_Quai Du Docteur Jules Moineau;Quai Du Docteur Jules Moineau 58200 COSNE COURS SUR LOIRE;58086;2.92534456;47.40978793
COSNE COURS SUR LOIRE_General De Gaulle;General De Gaulle 58200 COSNE COURS SUR LOIRE;58086;2.92272806;47.41151958
CORBIGNY_Place du Champs de Foire;Place du Champs de Foire 58800 CORBIGNY;58083;3.68286207;47.25469038
CORBIGNY_Place du Champs de Foire;Place du Champs de Foire 58800 CORBIGNY;58083;3.68286207;47.25469038
CLAMECY_Avenue de la Gare;Avenue de la Gare 58500 CLAMECY;58079;3.52095589;47.46644476
CLAMECY_Avenue de la Gare;Avenue de la Gare 58500 CLAMECY;58079;3.52095589;47.46644476
CLAMECY_Place du Commande Boidot;Place du Commande Boidot 58500 CLAMECY;58079;3.52148299;47.45883000
CLAMECY_Place du Commande Boidot;Place du Commande Boidot 58500 CLAMECY;58079;3.52148299;47.45883000
CHATILLON EN BAZOIS_Place Pierre Saury;Place Pierre Saury 58110 CHATILLON EN BAZOIS;58065;3.65495034;47.05332942
CHATILLON EN BAZOIS_Place Pierre Saury;Place Pierre Saury 58110 CHATILLON EN BAZOIS;58065;3.65495034;47.05332942
LA CHARITE SUR LOIRE_Place de l Europe;Place de l Europe 58400 LA CHARITE SUR LOIRE;58059;3.02168816;47.17860707
LA CHARITE SUR LOIRE_Place de l Europe;Place de l Europe 58400 LA CHARITE SUR LOIRE;58059;3.02168816;47.17860707
CERCY LA TOUR_Parking Chemin de Halage;Parking Chemin de Halage 58340 CERCY LA TOUR;58046;3.64617079;46.86847108
CERCY LA TOUR_Parking Chemin de Halage;Parking Chemin de Halage 58340 CERCY LA TOUR;58046;3.64617079;46.86847108
BRINON SUR BEUVRON_Place Jean Baptiste Durbise;Place Jean Baptiste Durbise 58420 BRINON SUR BEUVRON;58041;3.49197194;47.28049730
BRINON SUR BEUVRON_Place Jean Baptiste Durbise;Place Jean Baptiste Durbise 58420 BRINON SUR BEUVRON;58041;3.49197194;47.28049730
ARLEUF_Route Du Morvan Cd978;Route Du Morvan Cd978 58430 ARLEUF;58010;4.02129750;47.04443547
ARLEUF_Route Du Morvan Cd978;Route Du Morvan Cd978 58430 ARLEUF;58010;4.02129750;47.04443547
Rue des Rohan;Rue des Rohan 56540 Kernascléden;56264;-3.318491;48.007954
Rue des Rohan;Rue des Rohan 56540 Kernascléden;56264;-3.318491;48.007954
Rue de Vannes;Rue de Vannes 56400 Sainte-Anne-d'Auray;56263;-2.950392;47.703906
Rue de Vannes;Rue de Vannes 56400 Sainte-Anne-d'Auray;56263;-2.950392;47.703906
Rue Ferdinand Ardonin;Rue Ferdinand Ardonin 56400 Bono;56262;-2.948935;47.638886
Rue Ferdinand Ardonin;Rue Ferdinand Ardonin 56400 Bono;56262;-2.948935;47.638886
Rue du Tostal;Rue du Tostal 56250 Vraie-Croix;56261;-2.541980;47.688679
Rue du Tostal;Rue du Tostal 56250 Vraie-Croix;56261;-2.541980;47.688679
Rue Anita Conti;Rue Anita Conti 56000 Vannes;56260;-2.788496;47.670475
Place de Bretagne;Place de Bretagne 56000 Vannes;56260;-2.760517;47.661490
Place de la République;Place de la République 56000 Vannes;56260;-2.759406;47.656324
Rue Daniel Gilard;Rue Daniel Gilard 56000 Vannes;56260;-2.763990;47.637850
Avenue Général Délestraint;Avenue Général Délestraint 56000 Vannes;56260;-2.730633;47.658564
Boulevard des Iles;Boulevard des Iles 56000 Vannes;56260;-2.788282;47.651531
Rue Henri Matisse;Rue Henri Matisse 56000 Vannes;56260;-2.768083;47.670911
Ruelle des Capucins;Ruelle des Capucins 56000 Vannes;56260;-2.755181;47.650702
Promenade Paul Chapel;Promenade Paul Chapel 56000 Vannes;56260;-2.780230;47.632566
Rue Daniel Gilard;Rue Daniel Gilard 56000 Vannes;56260;-2.763990;47.637850
Place de Bretagne;Place de Bretagne 56000 Vannes;56260;-2.760517;47.661490
Rue Alain Gerbault;Rue Alain Gerbault 56000 Vannes;56260;-2.730760;47.665401
Rue Jean Marie Bécel;Rue Jean Marie Bécel 56000 Vannes;56260;-2.772154;47.658028
Avenue Winston Churchill;Avenue Winston Churchill 56000 Vannes;56260;-2.770689;47.645533
Rue du Commerce;Rue du Commerce 56000 Vannes;56260;-2.754891;47.642143
Place Générale de Gaulle;Place Générale de Gaulle 56000 Vannes;56260;-2.753999;47.658649
Rue Alain Gerbault;Rue Alain Gerbault 56000 Vannes;56260;-2.730760;47.665401
Place Générale de Gaulle;Place Générale de Gaulle 56000 Vannes;56260;-2.753999;47.658649
Place de la République;Place de la République 56000 Vannes;56260;-2.759406;47.656324
Promenade Paul Chapel;Promenade Paul Chapel 56000 Vannes;56260;-2.780230;47.632566
Place de la Libération;Place de la Libération 56000 Vannes;56260;-2.763805;47.658840
Avenue Winston Churchill;Avenue Winston Churchill 56000 Vannes;56260;-2.770689;47.645533
Avenue Général Délestraint;Avenue Général Délestraint 56000 Vannes;56260;-2.730633;47.658564
Rue Henri Matisse;Rue Henri Matisse 56000 Vannes;56260;-2.768083;47.670911
Ruelle des Capucins;Ruelle des Capucins 56000 Vannes;56260;-2.755181;47.650702
Rue Anita Conti;Rue Anita Conti 56000 Vannes;56260;-2.788496;47.670475
Boulevard des Iles;Boulevard des Iles 56000 Vannes;56260;-2.788282;47.651531
Place de la Libération;Place de la Libération 56000 Vannes;56260;-2.763805;47.658840
Rue Jean Marie Bécel;Rue Jean Marie Bécel 56000 Vannes;56260;-2.772154;47.658028
Rue du Commerce;Rue du Commerce 56000 Vannes;56260;-2.754891;47.642143
Cours des Quais;Cours des Quais 56470 Trinité-sur-Mer;56258;-3.029185;47.589297
Cours des Quais;Cours des Quais 56470 Trinité-sur-Mer;56258;-3.029185;47.589297
Rue du Stade;Rue du Stade 56490 Trinité-Porhoët;56257;-2.545212;48.097286
Rue du Stade;Rue du Stade 56490 Trinité-Porhoët;56257;-2.545212;48.097286
Rue des Templiers;Rue des Templiers 56250 Treffléan;56255;-2.614167;47.682369
Rue des Templiers;Rue des Templiers 56250 Treffléan;56255;-2.614167;47.682369
Place Saint Christophe;Place Saint Christophe 56250 Trédion;56254;-2.591434;47.792627
Place Saint Christophe;Place Saint Christophe 56250 Trédion;56254;-2.591434;47.792627
Rue de Treffléan;Rue de Treffléan 56450 Theix;56251;-2.649047;47.629187
Rue de Treffléan;Rue de Treffléan 56450 Theix;56251;-2.649047;47.629187
Rue de la Gare;Rue de la Gare 56450 Surzur;56248;-2.629431;47.579263
Rue de la Gare;Rue de la Gare 56450 Surzur;56248;-2.629431;47.579263
7 rue René Cassin;7 rue René Cassin 56250 Sulniac;56247;-2.570696;47.675299
7 rue René Cassin;7 rue René Cassin 56250 Sulniac;56247;-2.570696;47.675299
Rue Général de Kerhué;Rue Général de Kerhué 56460 Sérent;56244;-2.507532;47.822120
Rue Général de Kerhué;Rue Général de Kerhué 56460 Sérent;56244;-2.507532;47.822120
Place Foresti;Place Foresti 56860 Séné;56243;-2.736666;47.618809
Place Foresti;Place Foresti 56860 Séné;56243;-2.736666;47.618809
Saint Colombier;Saint Colombier 56370 Sarzeau;56240;-2.721365;47.546810
Rue Raymond Marcellin - PEM;Rue Raymond Marcellin - PEM 56370 Sarzeau;56240;-2.776055;47.522153
Rue Père Marie Joseph Coudrin;Rue Père Marie Joseph Coudrin 56370 Sarzeau;56240;-2.769914;47.525000
Rue Père Marie Joseph Coudrin;Rue Père Marie Joseph Coudrin 56370 Sarzeau;56240;-2.769914;47.525000
Saint Colombier;Saint Colombier 56370 Sarzeau;56240;-2.721365;47.546810
Rue Raymond Marcellin - PEM;Rue Raymond Marcellin - PEM 56370 Sarzeau;56240;-2.776055;47.522153
Rue René Le Grévès;Rue René Le Grévès 56540 Saint-Tugdual;56238;-3.340540;48.099470
Rue René Le Grévès;Rue René Le Grévès 56540 Saint-Tugdual;56238;-3.340540;48.099470
Rue Curie;Rue Curie 56510 Saint-Pierre-Quiberon;56234;-3.131924;47.520606
Rue Curie;Rue Curie 56510 Saint-Pierre-Quiberon;56234;-3.131924;47.520606
Place de la Mairie;Place de la Mairie 56470 Saint-Philibert;56233;-3.000351;47.586732
Place de la Mairie;Place de la Mairie 56470 Saint-Philibert;56233;-3.000351;47.586732
Rue de la Mairie;Rue de la Mairie 56350 Saint-Perreux;56232;-2.106252;47.667242
Rue de la Mairie;Rue de la Mairie 56350 Saint-Perreux;56232;-2.106252;47.667242
Place Saint Mayeuil;Place Saint Mayeuil 56250 Saint-Nolff;56231;-2.650631;47.703143
Place Saint Mayeuil;Place Saint Mayeuil 56250 Saint-Nolff;56231;-2.650631;47.703143
Rue de la Bouie;Rue de la Bouie 56140 Saint-Marcel;56228;-2.418437;47.803188
Rue de la Bouie;Rue de la Bouie 56140 Saint-Marcel;56228;-2.418437;47.803188
Avenue Porhoët;Avenue Porhoët 56490 Saint-Malo-des-Trois-Fontaines;56227;-2.472430;48.014049
Avenue Porhoët;Avenue Porhoët 56490 Saint-Malo-des-Trois-Fontaines;56227;-2.472430;48.014049
Rue des Genêts;Rue des Genêts 56660 Saint-Jean-Brévelay;56222;-2.723187;47.844376
Rue des Genêts;Rue des Genêts 56660 Saint-Jean-Brévelay;56222;-2.723187;47.844376
Parking route de Saint Martin;Parking route de Saint Martin 56220 Saint-Gravé;56218;-2.279209;47.725984
Parking route de Saint Martin;Parking route de Saint Martin 56220 Saint-Gravé;56218;-2.279209;47.725984
Place Pierre Anne Beurel;Place Pierre Anne Beurel 56920 Saint-Gonnery;56215;-2.820460;48.123270
Place Pierre Anne Beurel;Place Pierre Anne Beurel 56920 Saint-Gonnery;56215;-2.820460;48.123270
Rue Saint Goustan;Rue Saint Goustan 56730 Saint-Gildas-de-Rhuys;56214;-2.833298;47.501870
Rue Saint Goustan;Rue Saint Goustan 56730 Saint-Gildas-de-Rhuys;56214;-2.833298;47.501870
Rue de la Croix Macé;Rue de la Croix Macé 56920 Saint-Gérand;56213;-2.890817;48.107927
Rue de la Croix Macé;Rue de la Croix Macé 56920 Saint-Gérand;56213;-2.890817;48.107927
Rue de Coueslan;Rue de Coueslan 56130 Saint-Dolay;56212;-2.153323;47.544915
Rue de Coueslan;Rue de Coueslan 56130 Saint-Dolay;56212;-2.153323;47.544915
Le Bourg;Le Bourg 56480 Sainte-Brigitte;56209;-3.127500;48.164200
Le Bourg;Le Bourg 56480 Sainte-Brigitte;56209;-3.127500;48.164200
Rue de la Poste;Rue de la Poste 56150 Saint-Barthélemy;56207;-3.045730;47.925710
Rue de la Poste;Rue de la Poste 56150 Saint-Barthélemy;56207;-3.045730;47.925710
Rue 5 Août 1954;Rue 5 Août 1954 56890 Saint-Avé;56206;-2.737215;47.690303
Rue 5 Août 1954;Rue 5 Août 1954 56890 Saint-Avé;56206;-2.737215;47.690303
Parking Salle Polyvalente;Parking Salle Polyvalente 56500 Saint-Allouestre;56204;-2.723772;47.911114
Parking Salle Polyvalente;Parking Salle Polyvalente 56500 Saint-Allouestre;56204;-2.723772;47.911114
Place de la Poste;Place de la Poste 56140 Ruffiac;56200;-2.282708;47.819758
Place de la Poste;Place de la Poste 56140 Ruffiac;56200;-2.282708;47.819758
Rue Nicolas Le Grand;Rue Nicolas Le Grand 56110 Roudouallec;56199;-3.717093;48.126648
Rue Nicolas Le Grand;Rue Nicolas Le Grand 56110 Roudouallec;56199;-3.717093;48.126648
Rue de Kerentree;Rue de Kerentree 56580 Rohan;56198;-2.752332;48.068001
Rue de Kerentree;Rue de Kerentree 56580 Rohan;56198;-2.752332;48.068001
Place du Dôme;Place du Dôme 56130 Roche-Bernard;56195;-2.297070;47.517403
Place du Dôme;Place du Dôme 56130 Roche-Bernard;56195;-2.297070;47.517403
Giratoire d'Aucfer;Giratoire d'Aucfer 56350 Rieux;56194;-2.101493;47.631023
Giratoire d'Aucfer;Giratoire d'Aucfer 56350 Rieux;56194;-2.101493;47.631023
Rue de la Pradène;Rue de la Pradène 56670 Riantec;56193;-3.310304;47.712149
Rue de la Pradène;Rue de la Pradène 56670 Riantec;56193;-3.310304;47.712149
Rue Anne de Bretagne;Rue Anne de Bretagne 56500 Radenac;56189;-2.713993;47.961865
Rue Anne de Bretagne;Rue Anne de Bretagne 56500 Radenac;56189;-2.713993;47.961865
Rue de la Résistance;Rue de la Résistance 56310 Quistinic;56188;-3.135324;47.906071
Rue de la Résistance;Rue de la Résistance 56310 Quistinic;56188;-3.135324;47.906071
Place Varquez;Place Varquez 56170 Quiberon;56186;-3.121657;47.481743
Place Varquez;Place Varquez 56170 Quiberon;56186;-3.121657;47.481743
Place du Général de Gaulle;Place du Général de Gaulle 56530 Quéven;56185;-3.415650;47.790313
Place du Général de Gaulle;Place du Général de Gaulle 56530 Quéven;56185;-3.415650;47.790313
Place Général de Gaulle;Place Général de Gaulle 56230 Questembert;56184;-2.452043;47.660195
Avenue de la Gare;Avenue de la Gare 56230 Questembert;56184;-2.449763;47.681789
Place Général de Gaulle;Place Général de Gaulle 56230 Questembert;56184;-2.452043;47.660195
Avenue de la Gare;Avenue de la Gare 56230 Questembert;56184;-2.449763;47.681789
Rue du Bel Air;Rue du Bel Air 56320 Priziac;56182;-3.410638;48.060595
Rue du Bel Air;Rue du Bel Air 56320 Priziac;56182;-3.410638;48.060595
Rue de la Brèche;Rue de la Brèche 56290 Port-Louis;56181;-3.357774;47.707941
Rue de la Brèche;Rue de la Brèche 56290 Port-Louis;56181;-3.357774;47.707941
Rue Théophile Guyomar;Rue Théophile Guyomar 56620 Pont-Scorff;56179;-3.399863;47.833423
Rue Théophile Guyomar;Rue Théophile Guyomar 56620 Pont-Scorff;56179;-3.399863;47.833423
Avenue des cités unies;Avenue des cités unies 56300 Pontivy;56178;-2.953760;48.054001
Place Aristide Briand;Place Aristide Briand 56300 Pontivy;56178;-2.966614;48.064974
Avenue des cités unies;Avenue des cités unies 56300 Pontivy;56178;-2.953760;48.054001
Place Aristide Briand;Place Aristide Briand 56300 Pontivy;56178;-2.966614;48.064974
Quai des Récollets;Quai des Récollets 56300 Pontivy;56178;-2.965144;48.071378
Quai des Récollets;Quai des Récollets 56300 Pontivy;56178;-2.965144;48.071378
Place Saint Michel;Place Saint Michel 56330 Pluvigner;56177;-3.009248;47.777566
Place Saint Michel;Place Saint Michel 56330 Pluvigner;56177;-3.009248;47.777566
Rue Georges Cadoudal;Rue Georges Cadoudal 56400 Pluneret;56176;-2.959160;47.673607
Rue Georges Cadoudal;Rue Georges Cadoudal 56400 Pluneret;56176;-2.959160;47.673607
Rue du Stade;Rue du Stade 56500 Plumelin;56174;-2.886022;47.861432
Rue du Stade;Rue du Stade 56500 Plumelin;56174;-2.886022;47.861432
Rue de la Ferrière;Rue de la Ferrière 56930 Pluméliau;56173;-2.972268;47.957695
Rue de la Ferrière;Rue de la Ferrière 56930 Pluméliau;56173;-2.972268;47.957695
Rue des Martyrs de la Résistance;Rue des Martyrs de la Résistance 56420 Plumelec;56172;-2.641815;47.838044
Rue des Martyrs de la Résistance;Rue des Martyrs de la Résistance 56420 Plumelec;56172;-2.641815;47.838044
