Code_etablissement;Appellation_officielle;Denomination_principale;Patronyme_uai;Secteur_Public_Prive;Adresse;Lieu_dit;Boite_postale;Code_postal;Localite_acheminement;Commune;Coordonnee_X;Coordonnee_Y;EPSG;Latitude;Longitude;Qualite_appariement;Localisation;Code_nature;Nature;Code_etat_etablissement;Etat_etablissement;Code_departement;Code_region;Code_academie;Code_commune;Departement;Region;Academie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
9760242J;Ecole maternelle de M'Tsahara Plage;ECOLE MATERNELLE PUBLIQUE;MTSAHARA PLAGE MATERNELLE;Public;M'tsahara Plage;M'TSAHARA PLAGE;;97630;MTSAMBORO;Mtsamboro;507495.7;8596253.8;EPSG:32738;-12.698055550776647;45.069039624293474;Correcte;Ville;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97612;Mayotte;Mayotte;Mayotte;-12.6980555508,45.0690396243;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2000-01-01
9760226S;Ecole maternelle de Hamjago;ECOLE MATERNELLE PUBLIQUE;HAMJAGO PLAGE MATERNELLE;Public;Hamjago;HAMJAGO;;97630;MTSAMBORO;Mtsamboro;508061.7;8597192.5;EPSG:32738;-12.689565555234564;45.07425033846178;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97612;Mayotte;Mayotte;Mayotte;-12.6895655552,45.0742503385;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1999-09-01
9760230W;Collège de M Tsamboro;COLLEGE;DE MTSAMBORO;Public;Route NATIONALE 1;;108;97630;MTSAMBORO;Mtsamboro;508268.1;8597617.7;EPSG:32738;-12.68571996605108;45.07615019140197;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;976;06;43;97612;Mayotte;Mayotte;Mayotte;-12.6857199661,45.0761501914;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2000-09-01
9760016N;Ecole élémentaire de Mtsahara Plage;ECOLE ELEMENTAIRE PUBLIQUE;MTSAHARA PLAGE;Public;M'tsahara Plage;MTSAHARA PLAGE;;97630;MTSAMBORO;Mtsamboro;507495.7;8596253.8;EPSG:32738;-12.698055550776647;45.069039624293474;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97612;Mayotte;Mayotte;Mayotte;-12.6980555508,45.0690396243;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-06-20
9760350B;SEGPA du collège de M'Tsamboro;SEGPA;DU COLLEGE DE M'TSAMBORO;Public;;;108;97630;MTSAMBORO;Mtsamboro;507495.7;8596253.8;EPSG:32738;-12.698055550776647;45.069039624293474;Correcte;Ville;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;976;06;43;97612;Mayotte;Mayotte;Mayotte;-12.6980555508,45.0690396243;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2011-09-01
9760227T;Ecole maternelle de Mtsamboro;ECOLE MATERNELLE PUBLIQUE;MTSAMBORO   MAIRIE MATERNELLE;Public;Mtsamboro;MTSAMBORO;;97630;MTSAMBORO;Mtsamboro;507849.8;8596806.0;EPSG:32738;-12.693061182810169;45.07229967273192;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97612;Mayotte;Mayotte;Mayotte;-12.6930611828,45.0722996727;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1999-09-01
9760211A;Ecole élémentaire de M'Tsamboro;ECOLE ELEMENTAIRE PUBLIQUE;MTSAMBORO 3 HAUT;Public;Mtsamboro;MTSAMBORO;;97630;MTSAMBORO;Mtsamboro;507849.8;8596806.0;EPSG:32738;-12.693061182810169;45.07229967273192;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97612;Mayotte;Mayotte;Mayotte;-12.6930611828,45.0722996727;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1998-09-01
9760134S;Ecole primaire publique M'Tsahara plateau;ECOLE PRIMAIRE PUBLIQUE;MTSAHARA PLATEAU PRIMAIRE;Public;9 rue Foundi Mdahoma;MTSAHARA;;97630;MTSAMBORO;Mtsamboro;509083.6;8598016.0;EPSG:32738;-12.682115910760757;45.0836598626027;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97612;Mayotte;Mayotte;Mayotte;-12.6821159108,45.0836598626;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-09-01
9760070X;Ecole élémentaire publique de Mtsamboro 2;ECOLE ELEMENTAIRE PUBLIQUE;MTSAMBORO 2 ELEMENTAIRE;Public;Mtsamboro;MTSAMBORO;;97630;MTSAMBORO;Mtsamboro;507849.8;8596806.0;EPSG:32738;-12.693061182810169;45.07229967273192;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97612;Mayotte;Mayotte;Mayotte;-12.6930611828,45.0722996727;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1984-09-01
9760249S;Ecole primaire publique Hamjago;ECOLE PRIMAIRE PUBLIQUE;HAMJAGO PRIMAIRE;Public;Hamjago;HAMJAGO;;97630;MTSAMBORO;Mtsamboro;508061.7;8597192.5;EPSG:32738;-12.689565555234564;45.07425033846178;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97612;Mayotte;Mayotte;Mayotte;-12.6895655552,45.0742503385;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2001-09-01
9760455R;Ecole primaire publique FOUNDI ADE;ECOLE PRIMAIRE PUBLIQUE;FOUNDI ADE PRIMAIRE;Public;;TSOUNDZOU 1;;97600;MAMOUDZOU;Mamoudzou;525147.8;8587106.6;EPSG:32738;-12.780679988297914;45.231699944710876;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806799883,45.2316999447;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2017-06-01
9760216F;Ecole élémentaire de Kavani Briqueterie;ECOLE ELEMENTAIRE PUBLIQUE;CAVANI BRIQUETERIE ELEMENTAIRE;Public;Cavani;CAVANI;;97600;MAMOUDZOU;Mamoudzou;525261.7;8586994.3;EPSG:32738;-12.781694570410265;45.232750289259016;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7816945704,45.2327502893;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1998-09-01
9760198L;Ecole maternelle de Doujani;ECOLE MATERNELLE PUBLIQUE;DOUJANI MATERNELLE;Public;Doujani;DOUJANI;;97600;MAMOUDZOU;Mamoudzou;523058.3;8585589.4;EPSG:32738;-12.794415926886211;45.21245984946874;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7944159269,45.2124598495;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1996-09-16
9760160V;Ecole élémentaire publique Kavani Sud 1;ECOLE ELEMENTAIRE PUBLIQUE;CAVANI SUD 1 ELEMENTAIRE;Public;1 route des écoles Cavani;CAVANI;;97600;MAMOUDZOU;Mamoudzou;523971.1;8586872.6;EPSG:32738;-12.782805299879222;45.2208602836834;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7828052999,45.2208602837;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1985-09-01
9760152L;Ecole maternelle de Kaweni 2 T9;ECOLE MATERNELLE PUBLIQUE;KAWENI 2 T9;Public;Route du collège;KAWENI;;97600;MAMOUDZOU;Mamoudzou;524750.6;8587114.0;EPSG:32738;-12.780616259458357;45.228040292142595;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806162595,45.2280402921;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1994-09-01
9760151K;Ecole maternelle publique Kaweni 1 T6;ECOLE MATERNELLE PUBLIQUE;KAWENI 1 T6 MATERNELLE;Public;Kaweni;KAWENI;;97600;MAMOUDZOU;Mamoudzou;524720.6;8588808.1;EPSG:32738;-12.76529708820373;45.22775017067321;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7652970882,45.2277501707;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1994-09-01
9760087R;Ecole élémentaire de Tsoundzou 1;ECOLE ELEMENTAIRE PUBLIQUE;TSOUNDZOU 1;Public;TSOUNDZOU;TSOUNDZOU 1;;97600;MAMOUDZOU;Mamoudzou;521456.6;8583066.2;EPSG:32738;-12.817244192232959;45.19771958546955;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.8172441922,45.1977195855;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1984-09-01
9760066T;Ecole élémentaire de Kaweni 1 village;ECOLE ELEMENTAIRE PUBLIQUE;KAWENI 1 VILLAGE;Public;Rue de l'école primaire Lazérevouni;KAWENI;;97600;MAMOUDZOU;Mamoudzou;524069.5;8587802.1;EPSG:32738;-12.774399255565406;45.22175956629734;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7743992556,45.2217595663;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1984-09-01
9760065S;Ecole élémentaire publique Boboca;ECOLE PRIMAIRE PUBLIQUE;BOBOCA ELÉMENTAIRE;Public;Rue Toumbou Sélémani;BOBOCA;;97600;MAMOUDZOU;Mamoudzou;523717.8;8586382.6;EPSG:32738;-12.787238214604582;45.218530299664195;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7872382146,45.2185302997;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2003-09-01
9760064R;Ecole élémentaire de Manguier;ECOLE ELEMENTAIRE;MANGUIER ELEMENTAIRE;Public;Rue du Manguier;MANGUIER;;97600;MAMOUDZOU;Mamoudzou;524734.0;8586790.5;EPSG:32738;-12.783541735811127;45.22788997131317;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7835417358,45.2278899713;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1984-09-01
9760009F;Collège Nelson Mandela;COLLEGE;NELSON MANDELA;Public;Rue du Collège;Doujani;13;97600;MAMOUDZOU;Mamoudzou;524750.6;8587114.0;EPSG:32738;-12.780616259458357;45.228040292142595;Parfaite;Rue;340;COLLEGE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806162595,45.2280402921;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-02-22
9760464A;SEP du lycée de Kawéni;SECTION ENSEIGNT PROFESSIONNEL;DU LYCEE DE KAWENI;Public;Impasse;KAWENI;205;97600;MAMOUDZOU;Mamoudzou;523095.5;8584928.6;EPSG:32738;-12.800391128612842;45.21280761886882;Mauvaise;Rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.8003911286,45.2128076189;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2018-09-01
9760375D;SEGPA du collège de Kwalé;SEGPA;DU COLLEGE DE KWALE;Public;;KWALE;;97600;MAMOUDZOU;Mamoudzou;525147.8;8587106.6;EPSG:32738;-12.780679988297914;45.231699944710876;Correcte;Ville;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806799883,45.2316999447;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2015-06-01
9760370Y;Lycée polyvalent de Mamoudzou nord;LYCEE POLYVALENT;DE MAMOUDZOU NORD;Public;Rue de la Geole;KAWENI;338;97600;MAMOUDZOU;Mamoudzou;524345.0;8588816.3;EPSG:32738;-12.765225897669133;45.22428973221502;Parfaite;Rue;306;LYCEE POLYVALENT;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7652258977,45.2242897322;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2016-06-01
9760368W;Collège de Kwalé;COLLEGE;DE KWALE;Public;Route de Kwalé;KWALE;181;97600;MAMOUDZOU;Mamoudzou;521826.4;8584094.9;EPSG:32738;-12.807939291922668;45.20111984738846;Parfaite;Rue;340;COLLEGE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.8079392919,45.2011198474;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2014-06-01
9760342T;A COMPLETER;ECOLE MATERNELLE PRIVEE;LES PTITS LOUPS;Privé;Rond-point Cavani;CAVANI;;97600;MAMOUDZOU;Mamoudzou;524014.6;8586973.1;EPSG:32738;-12.781896162773224;45.2212602823228;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7818961628,45.2212602823;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2008-09-01
9760311J;Ecole maternelle Annexe;ECOLE MATERNELLE PUBLIQUE;ANNEXE MAT.;Public;Rue du Lycée Bamana;MAMOUDZOU;;97600;MAMOUDZOU;Mamoudzou;524693.0;8587009.4;EPSG:32738;-12.781562593997135;45.22751044259243;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.781562594,45.2275104426;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2007-08-23
9760277X;Ecole élémentaire privée les Roussettes;ECOLE ELEMENTAIRE PRIVEE;LES ROUSSETTES;Privé;RUE SAHARANGUE;;420;97600;MAMOUDZOU;Mamoudzou;524685.4;8587079.4;EPSG:32738;-12.780929658641984;45.227439853537476;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7809296586,45.2274398535;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2002-09-01
9760268M;Ecole élémentaire de Vahibé 2;ECOLE ELEMENTAIRE PUBLIQUE;VAHIBE 2;Public;Vahibé;VAHIBE;;97600;MAMOUDZOU;Mamoudzou;519015.9;8586052.5;EPSG:32738;-12.790255584808907;45.175210304182286;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7902555848,45.1752103042;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2002-09-01
9760247P;Ecole maternelle de Passamainty 3 Mhogoni;ECOLE MATERNELLE PUBLIQUE;PASSAMAINTY 3 MHOGONI MATERNEL;Public;Rue DE MHOGONI;;;97600;MAMOUDZOU;Mamoudzou;523084.0;8585134.3;EPSG:32738;-12.798531111745483;45.21270009675516;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7985311117,45.2127000968;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2000-09-10
9760219J;Collège de M'Gombani;COLLEGE;DE M'GOMBANI;Public;;M'GOMBANI;772;97600;MAMOUDZOU;Mamoudzou;525147.8;8587106.6;EPSG:32738;-12.780679988297914;45.231699944710876;Correcte;Ville;340;COLLEGE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806799883,45.2316999447;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1999-09-01
9760217G;Ecole élémentaire de M'Gombani;ECOLE ELEMENTAIRE PUBLIQUE;MGOMBANI ELEMENTAIRE;Public;Boulevard du baobab;M'GOMBANI;;97600;MAMOUDZOU;Mamoudzou;525122.6;8586827.1;EPSG:32738;-12.783207652688363;45.23147006683803;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7832076527,45.2314700668;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1998-09-01
9760200N;Ecole maternelle de Vahibe;ECOLE MATERNELLE PUBLIQUE;VAHIBE MATERNELLE;Public;Rue de l'école Maternelle de Vahibé;VAHIBE;;97600;MAMOUDZOU;Mamoudzou;519385.9;8586015.3;EPSG:32738;-12.790589690471473;45.178619666425206;Moyenne;Lieu-dit;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7905896905,45.1786196664;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1997-09-29
9760163Y;Lycée polyvalent de Kaweni - Lycée des métiers du goût et des saveurs01;LPO LYCEE DES METIERS;DE KAWENI;Public;;KAWENI;205;97600;MAMOUDZOU;Mamoudzou;525147.8;8587106.6;EPSG:32738;-12.780679988297914;45.231699944710876;Correcte;Ville;306;LYCEE POLYVALENT;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806799883,45.2316999447;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1994-09-28
9760114V;Ecole élémentaire Mchindra Saïd Mchindra;ECOLE ELEMENTAIRE PUBLIQUE;MCHINDRA SAID MCHINDRA;Public;Route du lycée;MAMOUDZOU;;97600;MAMOUDZOU;Mamoudzou;524693.0;8587009.4;EPSG:32738;-12.781562593997135;45.22751044259243;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.781562594,45.2275104426;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1988-10-10
9760025Y;Ecole élémentaire de Doujani 1;ECOLE ELEMENTAIRE PUBLIQUE;DOUJANI 1;Public;Doujani;DOUJANI;;97600;MAMOUDZOU;Mamoudzou;523058.3;8585589.4;EPSG:32738;-12.794415926886211;45.21245984946874;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7944159269,45.2124598495;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-06-20
9760357J;EREA L'Espérance;ETAB.REGIONAL ENSEIGNT ADAPTE;ESPERANCE;Privé;ZONE NEL;KAWENI;1023;97600;MAMOUDZOU;Mamoudzou;524531.9;8588988.6;EPSG:32738;-12.76366635430363;45.22601024327554;Correcte;Numéro de rue;370;ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7636663543,45.2260102433;20;CONTRAT SIMPLE TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;2011-08-24
9760340R;Ecole primaire privée Couleurs d'Epices;ECOLE ELEMENTAIRE PRIVEE;COULEURS D EPICES;Privé;Rue de la Mosquée Indienne;KAWENI;;97600;MAMOUDZOU;Mamoudzou;524067.8;8587086.9;EPSG:32738;-12.780866680721674;45.22174954409968;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7808666807,45.2217495441;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2010-09-01
9760314M;Collège de Kawéni 2;COLLEGE;DE KAWENI 2;Public;;;N;97600;MAMOUDZOU;Mamoudzou;525147.8;8587106.6;EPSG:32738;-12.780679988297914;45.231699944710876;Correcte;Ville;340;COLLEGE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806799883,45.2316999447;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2009-08-24
9760288J;Ecole élémentaire de Cavani Sud 2;ECOLE ELEMENTAIRE;CAVANI SUD 2;Public;Cavani Sud 2;CAVANI SUD 2;;97600;MAMOUDZOU;Mamoudzou;523497.6;8586625.0;EPSG:32738;-12.78504791317978;45.216499570537025;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7850479132,45.2164995705;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2004-09-01
9760280A;Ecole élémentaire privée Frimousse;ECOLE ELEMENTAIRE PRIVEE;FRIMOUSSE;Privé;Rue Voltaire;CAVANI;1166;97600;MAMOUDZOU;Mamoudzou;523846.0;8586602.2;EPSG:32738;-12.785251435013365;45.219709781450874;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.785251435,45.2197097815;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2002-09-01
9760241H;Ecole maternelle de M'Gombani;ECOLE MATERNELLE PUBLIQUE;MGOMBANI MATERNELLE;Public;M'Gombani;M'GOMBANI;;97600;MAMOUDZOU;Mamoudzou;525100.9;8586814.9;EPSG:32738;-12.783318150083517;45.23127023284152;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7833181501,45.2312702328;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2000-01-01
9760240G;Ecole maternelle de Cavani Sud;ECOLE MATERNELLE PUBLIQUE;CAVANI SUD MATERNELLE;Public;Cavani Sud;CAVANI SUD;;97600;MAMOUDZOU;Mamoudzou;523497.6;8586625.0;EPSG:32738;-12.78504791317978;45.216499570537025;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7850479132,45.2164995705;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2000-01-01
9760162X;Collège de Kaweni 1;COLLEGE;DE KAWENI 1;Public;;KAWENI;186;97600;MAMOUDZOU;Mamoudzou;525147.8;8587106.6;EPSG:32738;-12.780679988297914;45.231699944710876;Correcte;Ville;340;COLLEGE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806799883,45.2316999447;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1994-09-28
9760100E;Ecole élémentaire publique Cavani stade;ECOLE ELEMENTAIRE PUBLIQUE;CAVANI STADE ELEMENTAIRE;Public;Cavani;CAVANI;;97600;MAMOUDZOU;Mamoudzou;524180.5;8586836.8;EPSG:32738;-12.783127409987875;45.222789886460376;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.78312741,45.2227898865;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1988-09-06
9760477P;E.M.PU BOBOCA MARCHE MATERNELLE;ECOLE MATERNELLE PUBLIQUE;BOBOCA MARCHE MATERNELLE;Public;;BOBOCA Marché;;97600;MAMOUDZOU;Mamoudzou;525148.3;8587106.6;EPSG:32738;-12.780679984253027;45.23170455144809;Mauvaise;Ville;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806799843,45.2317045514;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2020-06-01
9760382L;SEP du lycée de Mamoudzou sud;SECTION ENSEIGNT PROFESSIONNEL;DE MAMOUDZOU SUD;Public;;KWALE;;97605;MAMOUDZOU;Mamoudzou;525147.8;8587106.6;EPSG:32738;-12.780679988297914;45.231699944710876;Correcte;Ville;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806799883,45.2316999447;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2020-06-01
9760381K;SEP du lycée de Mamoudzou nord;SECTION ENSEIGNT PROFESSIONNEL;DE MAMOUDZOU NORD;Public;;KAWENI;;97600;MAMOUDZOU;Mamoudzou;525147.8;8587106.6;EPSG:32738;-12.780679988297914;45.231699944710876;Correcte;Ville;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7806799883,45.2316999447;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2016-06-01
9760330E;Ecole maternelle privée AMPE Arc en ciel;ECOLE MATERNELLE PRIVEE;AMPE ARC EN CIEL;Privé;158 RUE SAHARANGUE;;;97600;MAMOUDZOU;Mamoudzou;524536.5;8586798.6;EPSG:32738;-12.783470054682054;45.22607022386087;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7834700547,45.2260702239;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2005-09-01
9760308F;Collège de Passamainty;COLLEGE;OUVOIMOJA;Public;Route de Vahibé;PASSAMAINTY;98;97600;MAMOUDZOU;Mamoudzou;522939.4;8584849.0;EPSG:32738;-12.801112092556561;45.2113698814714;Parfaite;Rue;340;COLLEGE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.8011120926,45.2113698815;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2007-08-22
9760301Y;Ecole primaire publique Tsoundzou 2;ECOLE PRIMAIRE PUBLIQUE;TSOUNDZOU 2 PRIMAIRE;Public;Tsoundzou 2;TSOUNDZOU 2;;97600;MAMOUDZOU;Mamoudzou;521413.2;8583083.0;EPSG:32738;-12.817092573516629;45.19731954390122;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.8170925735,45.1973195439;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2005-09-01
9760289K;Ecole élémentaire de Doujani 2;ECOLE ELEMENTAIRE PUBLIQUE;DOUJANI 2;Public;MTSAPERE QUARTIER DOUJAN;MTSAPERE QUARTIER DOUJAN;;97600;MAMOUDZOU;Mamoudzou;523440.9;8586217.6;EPSG:32738;-12.788732377786577;45.215980288682594;Moyenne;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7887323778,45.2159802887;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2004-09-01
9760276W;Ecole élémentaire privée les Marmailles;ECOLE ELEMENTAIRE PRIVEE;LES MARMAILLES;Privé;ZI Nel;KAWENI;150;97600;MAMOUDZOU;Mamoudzou;524531.9;8588988.6;EPSG:32738;-12.76366635430363;45.22601024327554;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;976;06;43;97611;Mayotte;Mayotte;Mayotte;-12.7636663543,45.2260102433;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2002-09-01
